action,county,page,candidate,columnIndex,currentValue,correctedValue,exclude,reason,reviewer,rowText,sourceWarnings,correctionKey
add,Tishomingo,3,pinkins,10,,59,,Visual review of Tishomingo page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,3,pinkins,11,,35,,Visual review of Tishomingo page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,4,pinkins,1,,55,,Visual review of Tishomingo page 4 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,4,pinkins,2,,192,,Visual review of Tishomingo page 4 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
update,Tishomingo,3,wicker,1,9,992,,Visual review of Tishomingo page 3 shows the Wicker cell should be 992; OCR captured 9.,codex,,,
update,Tishomingo,3,wicker,2,35,712,,Visual review of Tishomingo page 3 shows the Wicker cell should be 712; OCR captured 35.,codex,,,
add,Tishomingo,3,wicker,3,,374,,Visual review of Tishomingo page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,3,wicker,4,,206,,Visual review of Tishomingo page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,3,wicker,5,,281,,Visual review of Tishomingo page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,3,wicker,6,,1150,,Visual review of Tishomingo page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,3,wicker,7,,491,,Visual review of Tishomingo page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,3,wicker,8,,299,,Visual review of Tishomingo page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,3,wicker,9,,1411,,Visual review of Tishomingo page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,3,wicker,10,,438,,Visual review of Tishomingo page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,3,wicker,11,,226,,Visual review of Tishomingo page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,4,wicker,1,,292,,Visual review of Tishomingo page 4 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Tishomingo,4,wicker,2,,952,,Visual review of Tishomingo page 4 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
update,Copiah,2,harris,1,274,120,,Visual review of Copiah page 2 shows the Harris cell should be 120; OCR captured 274.,codex,,,
update,Copiah,2,harris,2,5,63,,Visual review of Copiah page 2 shows the Harris cell should be 63; OCR captured 5.,codex,,,
update,Copiah,2,harris,3,1,275,,Visual review of Copiah page 2 shows the Harris cell should be 275; OCR captured 1.,codex,,,
add,Copiah,2,harris,4,,529,,Visual review of Copiah page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,harris,5,,352,,Visual review of Copiah page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,harris,6,,839,,Visual review of Copiah page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,harris,7,,268,,Visual review of Copiah page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,harris,8,,69,,Visual review of Copiah page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,harris,9,,648,,Visual review of Copiah page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,harris,10,,135,,Visual review of Copiah page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,harris,11,,118,,Visual review of Copiah page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
update,Copiah,3,harris,1,5,669,,Visual review of Copiah page 3 shows the Harris cell should be 669; OCR captured 5.,codex,,,
add,Copiah,3,harris,2,,162,,Visual review of Copiah page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,harris,3,,763,,Visual review of Copiah page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,harris,4,,222,,Visual review of Copiah page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,harris,5,,94,,Visual review of Copiah page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,harris,6,,24,,Visual review of Copiah page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,harris,7,,76,,Visual review of Copiah page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,trump,1,,457,,Visual review of Copiah page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,trump,2,,29,,Visual review of Copiah page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,trump,3,,576,,Visual review of Copiah page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,trump,4,,1102,,Visual review of Copiah page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,trump,5,,85,,Visual review of Copiah page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,trump,6,,440,,Visual review of Copiah page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,trump,7,,524,,Visual review of Copiah page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,trump,8,,131,,Visual review of Copiah page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,trump,9,,656,,Visual review of Copiah page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,trump,10,,84,,Visual review of Copiah page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,trump,11,,204,,Visual review of Copiah page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,trump,1,,70,,Visual review of Copiah page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,trump,2,,103,,Visual review of Copiah page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,trump,3,,236,,Visual review of Copiah page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,trump,4,,284,,Visual review of Copiah page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,trump,5,,316,,Visual review of Copiah page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,trump,6,,364,,Visual review of Copiah page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,trump,7,,473,,Visual review of Copiah page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
update,Copiah,2,pinkins,4,06,506,,Visual review of Copiah page 2 shows the Pinkins cell should be 506; OCR captured 06.,codex,,,
update,Copiah,2,pinkins,11,10,105,,Visual review of Copiah page 2 shows the Pinkins cell should be 105; OCR captured 10.,codex,,,
update,Copiah,3,pinkins,1,65,657,,Visual review of Copiah page 3 shows the Pinkins cell should be 657; OCR captured 65.,codex,,,
update,Copiah,3,pinkins,8,528,,yes,"Visual review of Copiah page 3 shows the Pinkins cell is a TOTAL column, not a precinct value.",codex,,,
add,Copiah,2,wicker,1,,465,,Visual review of Copiah page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,wicker,2,,33,,Visual review of Copiah page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,wicker,3,,588,,Visual review of Copiah page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,wicker,4,,1139,,Visual review of Copiah page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,wicker,5,,100,,Visual review of Copiah page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,wicker,6,,477,,Visual review of Copiah page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,wicker,7,,529,,Visual review of Copiah page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,wicker,8,,128,,Visual review of Copiah page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,wicker,9,,689,,Visual review of Copiah page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,wicker,10,,96,,Visual review of Copiah page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,2,wicker,11,,214,,Visual review of Copiah page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,wicker,1,,92,,Visual review of Copiah page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,wicker,2,,106,,Visual review of Copiah page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,wicker,3,,272,,Visual review of Copiah page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,wicker,4,,295,,Visual review of Copiah page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,wicker,5,,318,,Visual review of Copiah page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,wicker,6,,367,,Visual review of Copiah page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Copiah,3,wicker,7,,480,,Visual review of Copiah page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
update,Grenada,3,harris,1,9,539,,Visual review of Grenada page 3 shows the Harris cell should be 539; OCR captured 9.,codex,,,
add,Grenada,3,harris,2,,85,,Visual review of Grenada page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,harris,3,,78,,Visual review of Grenada page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,harris,4,,227,,Visual review of Grenada page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,harris,5,,71,,Visual review of Grenada page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,harris,6,,153,,Visual review of Grenada page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,harris,7,,864,,Visual review of Grenada page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,harris,8,,6,,Visual review of Grenada page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,harris,9,,263,,Visual review of Grenada page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,harris,10,,1137,,Visual review of Grenada page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,harris,11,,114,,Visual review of Grenada page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,4,harris,2,,373,,Visual review of Grenada page 4 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,trump,2,,432,,Visual review of Grenada page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,trump,3,,259,,Visual review of Grenada page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,trump,4,,237,,Visual review of Grenada page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,trump,5,,461,,Visual review of Grenada page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,trump,6,,560,,Visual review of Grenada page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,trump,7,,310,,Visual review of Grenada page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,trump,8,,102,,Visual review of Grenada page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,trump,9,,77,,Visual review of Grenada page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,trump,10,,128,,Visual review of Grenada page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,trump,11,,580,,Visual review of Grenada page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,4,trump,1,,522,,Visual review of Grenada page 4 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,4,trump,2,,931,,Visual review of Grenada page 4 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,pinkins,2,,89,,Visual review of Grenada page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,pinkins,3,,80,,Visual review of Grenada page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,pinkins,4,,238,,Visual review of Grenada page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,pinkins,5,,71,,Visual review of Grenada page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,pinkins,6,,143,,Visual review of Grenada page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,pinkins,7,,858,,Visual review of Grenada page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,pinkins,8,,3,,Visual review of Grenada page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,pinkins,9,,261,,Visual review of Grenada page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,pinkins,10,,1106,,Visual review of Grenada page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,pinkins,11,,106,,Visual review of Grenada page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,4,pinkins,2,,360,,Visual review of Grenada page 4 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,wicker,1,,1060,,Visual review of Grenada page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,wicker,2,,424,,Visual review of Grenada page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,wicker,3,,257,,Visual review of Grenada page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,wicker,4,,234,,Visual review of Grenada page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,wicker,5,,458,,Visual review of Grenada page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,wicker,6,,570,,Visual review of Grenada page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,wicker,7,,322,,Visual review of Grenada page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,wicker,8,,103,,Visual review of Grenada page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,wicker,9,,79,,Visual review of Grenada page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,wicker,10,,145,,Visual review of Grenada page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,3,wicker,11,,582,,Visual review of Grenada page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,4,wicker,1,,517,,Visual review of Grenada page 4 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Grenada,4,wicker,2,,938,,Visual review of Grenada page 4 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Itawamba,3,harris,1,,148,,Visual review of Itawamba page 3 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,harris,2,,56,,Visual review of Itawamba page 3 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,harris,3,,32,,Visual review of Itawamba page 3 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,harris,4,,16,,Visual review of Itawamba page 3 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,harris,5,,11,,Visual review of Itawamba page 3 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,harris,6,,29,,Visual review of Itawamba page 3 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,harris,7,,21,,Visual review of Itawamba page 3 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,harris,8,,40,,Visual review of Itawamba page 3 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,harris,9,,25,,Visual review of Itawamba page 3 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,harris,10,,42,,Visual review of Itawamba page 3 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,harris,11,,99,,Visual review of Itawamba page 3 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,trump,1,,972,,Visual review of Itawamba page 3 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,trump,2,,431,,Visual review of Itawamba page 3 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,trump,3,,543,,Visual review of Itawamba page 3 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,trump,4,,165,,Visual review of Itawamba page 3 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,trump,5,,162,,Visual review of Itawamba page 3 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,trump,6,,229,,Visual review of Itawamba page 3 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,trump,7,,345,,Visual review of Itawamba page 3 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,trump,8,,702,,Visual review of Itawamba page 3 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,trump,9,,186,,Visual review of Itawamba page 3 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,trump,10,,580,,Visual review of Itawamba page 3 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,trump,11,,295,,Visual review of Itawamba page 3 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,pinkins,1,,151,,Visual review of Itawamba page 3 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,pinkins,2,,70,,Visual review of Itawamba page 3 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,pinkins,3,,39,,Visual review of Itawamba page 3 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,pinkins,4,,20,,Visual review of Itawamba page 3 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,pinkins,5,,12,,Visual review of Itawamba page 3 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,pinkins,6,,33,,Visual review of Itawamba page 3 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,pinkins,7,,31,,Visual review of Itawamba page 3 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,pinkins,8,,49,,Visual review of Itawamba page 3 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,pinkins,9,,21,,Visual review of Itawamba page 3 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,pinkins,10,,43,,Visual review of Itawamba page 3 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,pinkins,11,,100,,Visual review of Itawamba page 3 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,wicker,1,,955,,Visual review of Itawamba page 3 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,wicker,2,,421,,Visual review of Itawamba page 3 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,wicker,3,,524,,Visual review of Itawamba page 3 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,wicker,4,,155,,Visual review of Itawamba page 3 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,wicker,5,,159,,Visual review of Itawamba page 3 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,wicker,6,,225,,Visual review of Itawamba page 3 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,wicker,7,,328,,Visual review of Itawamba page 3 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,wicker,8,,694,,Visual review of Itawamba page 3 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,wicker,9,,189,,Visual review of Itawamba page 3 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,wicker,10,,575,,Visual review of Itawamba page 3 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,3,wicker,11,,294,,Visual review of Itawamba page 3 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
update,Itawamba,4,harris,1,9,18,,Visual review of Itawamba page 4 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,Itawamba|4|harris|1
update,Itawamba,4,harris,2,4,27,,Visual review of Itawamba page 4 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,Itawamba|4|harris|2
update,Itawamba,4,harris,3,3,17,,Visual review of Itawamba page 4 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,Itawamba|4|harris|3
update,Itawamba,4,harris,4,3,3,,Visual review of Itawamba page 4 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,Itawamba|4|harris|4
update,Itawamba,4,harris,5,2,3,,Visual review of Itawamba page 4 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,Itawamba|4|harris|5
add,Itawamba,4,harris,6,,3,,Visual review of Itawamba page 4 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,harris,7,,106,,Visual review of Itawamba page 4 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,harris,8,,123,,Visual review of Itawamba page 4 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,harris,9,,5,,Visual review of Itawamba page 4 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,harris,10,,23,,Visual review of Itawamba page 4 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,harris,11,,40,,Visual review of Itawamba page 4 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,trump,1,,116,,Visual review of Itawamba page 4 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,trump,2,,435,,Visual review of Itawamba page 4 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,trump,3,,123,,Visual review of Itawamba page 4 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,trump,4,,90,,Visual review of Itawamba page 4 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,trump,5,,93,,Visual review of Itawamba page 4 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,trump,6,,87,,Visual review of Itawamba page 4 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,trump,7,,273,,Visual review of Itawamba page 4 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,trump,8,,480,,Visual review of Itawamba page 4 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,trump,9,,176,,Visual review of Itawamba page 4 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,trump,10,,661,,Visual review of Itawamba page 4 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,trump,11,,595,,Visual review of Itawamba page 4 shows the trump precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,pinkins,1,,14,,Visual review of Itawamba page 4 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,pinkins,2,,26,,Visual review of Itawamba page 4 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,pinkins,3,,15,,Visual review of Itawamba page 4 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,pinkins,4,,5,,Visual review of Itawamba page 4 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,pinkins,5,,2,,Visual review of Itawamba page 4 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,pinkins,6,,5,,Visual review of Itawamba page 4 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,pinkins,7,,106,,Visual review of Itawamba page 4 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,pinkins,8,,128,,Visual review of Itawamba page 4 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,pinkins,9,,3,,Visual review of Itawamba page 4 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,pinkins,10,,36,,Visual review of Itawamba page 4 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,pinkins,11,,39,,Visual review of Itawamba page 4 shows the pinkins precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,wicker,1,,120,,Visual review of Itawamba page 4 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,wicker,2,,421,,Visual review of Itawamba page 4 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,wicker,3,,124,,Visual review of Itawamba page 4 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,wicker,4,,87,,Visual review of Itawamba page 4 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,wicker,5,,95,,Visual review of Itawamba page 4 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,wicker,6,,84,,Visual review of Itawamba page 4 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,wicker,7,,278,,Visual review of Itawamba page 4 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,wicker,8,,477,,Visual review of Itawamba page 4 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,wicker,9,,178,,Visual review of Itawamba page 4 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,wicker,10,,629,,Visual review of Itawamba page 4 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
add,Itawamba,4,wicker,11,,590,,Visual review of Itawamba page 4 shows the wicker precinct value; added/corrected OCR cell from the source image.,codex,,,
update,Itawamba,5,harris,1,5,12,,Visual review of Itawamba page 5 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,Itawamba|5|harris|1
update,Itawamba,5,harris,2,9,5,,Visual review of Itawamba page 5 shows the harris precinct value; added/corrected OCR cell from the source image.,codex,,,Itawamba|5|harris|2
