state,election_year,county,county_fips,jurisdiction_id,office_name,office_type,address_line_1,address_line_2,city,state_abbrev,zip,phone,precinct_count,precinct_split_count,precincts_with_splits,routing_priority,statewide_request_status,county_followup_status,result_records_needed,turnout_records_needed,geometry_records_needed,admin_records_needed,jur_source_file,jur_source_url,precinct_count_source_url,precinct_count_local_file,notes
IN,2024,Monroe County,18105,1073,Monroe County Election Board,Election Board,"401 W 7th Street, Suite 100",,Bloomington,In,47404,812-349-2612,83,32,26,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18105_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18105_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Montgomery County,18107,1038,Montgomery County Voter Registration,Election Board,100 E Main Street,PO BOX 768,Crawfordsville,In,47933,765-364-6437,27,21,17,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18107_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18107_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Morgan County,18109,1040,Morgan County Voter Registration,Election Board,180 S. Main St.    Ste 1,,Martinsville,In,46151,765-342-1029,46,21,13,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18109_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18109_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Newton County,18111,1047,Newton County Voter Registration,Election Board,201 North Third Street,P.O. BOX 49,Kentland,In,47951,219-474-6081,19,10,10,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18111_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18111_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Noble County,18113,1041,Noble County Voter Registration,Election Board,101 N Orange Street,,Albion,In,46701,260-636-2736,29,11,11,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18113_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18113_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Ohio County,18115,1035,Ohio County Election Board,Election Board,P.o. Box 185,,Rising Sun,In,47040,812-438-2610,11,5,5,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18115_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18115_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Orange County,18117,1055,Orange County Voter Registration,Election Board,"1 Court Street, Courthouse",,Paoli,In,47454,812-723-2649,22,24,14,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18117_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18117_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Owen County,18119,1027,Election Board,Election Board,P O Box 146,60 S MAIN ST,Spencer,In,47460,812-829-5028,18,6,6,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18119_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18119_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Parke County,18121,1061,Parke County Election Board,Election Board,"116 W. High Street, Room 204",,Rockville,In,47872-1781,765-569-5132,17,10,9,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18121_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18121_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Perry County,18123,1019,Perry County Voter Registration,Election Board,2219 Payne Street,,Tell City,In,47586,812-547-3741,19,2,1,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18123_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18123_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Pike County,18125,1026,Pike County Voter Registration,Election Board,Po Box 125,801 MAIN ,Petersburg,In,47567-0125,812-354-6025,18,0,0,standard,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18125_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18125_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Porter County,18127,1018,Porter County Board Of Elections & Registration,Election Board,155 Franklin St,,Valparaiso,In,46383,219-465-3485,124,33,30,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18127_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18127_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Posey County,18129,1008,Posey County Voter Registration,Election Board,"300 Main St., Room 115",,Mt Vernon,In,47620,812-838-1339,34,11,11,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18129_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18129_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Pulaski County,18131,1053,Pulaski County Voter Registration,Election Board,"112 East Main Street, Room 230",,Winamac,In,46996-1344,574-946-4401,15,13,9,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18131_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18131_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Putnam County,18133,1016,Putnam County Voter Registration,Election Board,Po Box 546,,Greencastle,In,46135,765-655-1538,31,19,12,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18133_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18133_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Randolph County,18135,1007,Randolph County Voter Registration,Election Board,"100 S. Main St., Room 201",,Winchester,In,47394,765-584-4717,19,12,11,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18135_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18135_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Ripley County,18137,1072,Ripley County Voter Registration,Election Board,Po Box 177,,Versailles,In,47042,812-689-4783,25,18,15,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18137_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18137_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Rush County,18139,1050,Rush County Voter Registration,Election Board,101 E 2nd St,ROOM 209,Rushville,In,46173,765-932-2086,17,2,2,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18139_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18139_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,St. Joseph County,18141,1021,St. Joseph County Clerk,Election Board,101 S Main Street,COURTHOUSE ,South Bend,In,46601-1871,574-235-9635,215,16,14,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18141_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18141_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Scott County,18143,1075,Election Board,Election Board,1 E Mcclain Avenue,SUITE 120,Scottsburg,In,47170,812-752-8420,16,0,0,standard,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18143_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18143_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Shelby County,18145,1029,Shelby County Clerk,Election Board,Po Box 198,,Shelbyville,In,46176-0198,317-392-6324,41,48,31,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18145_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18145_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Spencer County,18147,1045,Spencer County Voter Registration,Election Board,200 Main Street Room # 5,PO BOX #523,Rockport,In,47635,812-649-6017,24,11,11,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18147_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18147_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Starke County,18149,1005,Starke County Voter Registration,Election Board,Po Box 395,53 E WASHINGTON STREET,Knox,In,46534,574-772-9160,21,7,7,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18149_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18149_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Steuben County,18151,1024,Steuben County Voter Registration,Election Board,305 S  Martha St,,Angola,In,46703,260-668-1000,23,11,9,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18151_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18151_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Sullivan County,18153,1048,Sullivan County Clerk,Election Board,Po Box 370,,Sullivan,In,47882,812-268-4657,20,9,7,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18153_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18153_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Switzerland County,18155,1010,Switzerland County Election Board,Election Board,212 W Main Street,,Vevay,In,47043,812-427-4415,12,3,3,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18155_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18155_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
