state,election_year,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,dem_dropoff,rep_dropoff
NY,2024,New York County,AD 74 ED 037,352,122,2,476,0,0,0,3.41,25.41
NY,2024,New York County,AD 74 ED 038,362,140,3,505,0,0,0,-0.55,32.14
NY,2024,New York County,AD 74 ED 039,347,109,4,460,0,0,0,1.73,32.11
NY,2024,New York County,AD 74 ED 040,254,76,2,332,0,0,0,-4.33,32.89
NY,2024,New York County,AD 74 ED 041,433,117,5,555,0,0,0,3.23,10.26
NY,2024,New York County,AD 74 ED 042,553,307,20,880,0,0,0,-0.54,11.4
NY,2024,New York County,AD 74 ED 043,847,88,22,957,0,0,0,3.07,-6.82
NY,2024,New York County,AD 74 ED 044,513,143,14,670,0,0,0,4.48,-13.99
NY,2024,New York County,AD 74 ED 045,754,171,26,951,0,0,0,4.38,-23.39
NY,2024,New York County,AD 74 ED 046,388,108,9,505,0,0,0,-1.03,19.44
NY,2024,New York County,AD 74 ED 047,480,115,10,605,0,0,0,1.88,4.35
NY,2024,New York County,AD 74 ED 048,633,130,24,787,0,0,0,1.74,-5.38
NY,2024,New York County,AD 74 ED 049,790,188,13,991,0,0,0,1.27,1.06
NY,2024,New York County,AD 74 ED 050,746,170,17,933,0,0,0,1.88,-2.94
NY,2024,New York County,AD 74 ED 051,1041,153,23,1217,0,0,0,2.31,-10.46
NY,2024,New York County,AD 74 ED 052,629,102,11,742,0,0,0,3.18,-13.73
NY,2024,New York County,AD 74 ED 053,834,128,24,986,0,0,0,2.88,-6.25
NY,2024,New York County,AD 74 ED 054,449,77,7,533,0,0,0,0.45,6.49
NY,2024,New York County,AD 74 ED 055,969,165,12,1146,0,0,0,2.68,-1.82
NY,2024,New York County,AD 74 ED 056,691,128,23,842,0,0,0,3.47,-15.62
NY,2024,New York County,AD 74 ED 057,948,115,14,1077,0,0,0,1.58,-6.96
NY,2024,New York County,AD 74 ED 058,671,101,5,777,0,0,0,3.73,-16.83
NY,2024,New York County,AD 74 ED 059,870,183,22,1075,0,0,0,2.3,-8.74
NY,2024,New York County,AD 74 ED 060,417,67,12,496,0,0,0,3.6,-17.91
NY,2024,New York County,AD 74 ED 061,391,92,8,491,0,0,0,1.02,5.43
NY,2024,New York County,AD 74 ED 062,368,79,9,456,0,0,0,2.72,-15.19
NY,2024,New York County,AD 74 ED 063,220,39,5,264,0,0,0,2.73,-12.82
NY,2024,New York County,AD 74 ED 064,57,25,1,83,0,0,0,3.51,12
NY,2024,New York County,AD 74 ED 065,280,58,6,344,0,0,0,2.14,-5.17
NY,2024,New York County,AD 75 ED 001,944,159,21,1124,0,0,0,0.53,-1.89
NY,2024,New York County,AD 75 ED 002,1080,172,16,1268,0,0,0,4.63,-16.86
NY,2024,New York County,AD 75 ED 003,938,196,21,1155,0,0,0,2.03,-2.55
NY,2024,New York County,AD 75 ED 004,450,108,14,572,0,0,0,2.89,-14.81
NY,2024,New York County,AD 75 ED 005,778,195,23,996,0,0,0,0.64,-7.18
NY,2024,New York County,AD 75 ED 006,899,186,27,1112,0,0,0,1.67,-10.22
NY,2024,New York County,AD 75 ED 007,674,161,23,858,0,0,0,0,1.24
NY,2024,New York County,AD 75 ED 008,1118,201,17,1336,0,0,0,2.95,-9.45
NY,2024,New York County,AD 75 ED 009,217,29,3,249,0,0,0,0,-3.45
NY,2024,New York County,AD 75 ED 010,970,240,29,1239,0,0,0,1.44,-1.25
NY,2024,New York County,AD 75 ED 011,520,182,12,714,0,0,0,2.88,-8.24
NY,2024,New York County,AD 75 ED 012,659,184,19,862,0,0,0,0.15,-1.09
NY,2024,New York County,AD 75 ED 013,801,252,19,1072,0,0,0,1.62,1.59
NY,2024,New York County,AD 75 ED 014,333,115,10,458,0,0,0,3.3,2.61
NY,2024,New York County,AD 75 ED 015,546,159,13,718,0,0,0,1.65,5.03
NY,2024,New York County,AD 75 ED 016,299,67,8,374,0,0,0,2.34,1.49
NY,2024,New York County,AD 75 ED 017,550,101,9,660,0,0,0,2.55,2.97
NY,2024,New York County,AD 75 ED 018,315,101,3,419,0,0,0,8.89,-18.81
NY,2024,New York County,AD 75 ED 020,513,134,21,668,0,0,0,0.19,1.49
NY,2024,New York County,AD 75 ED 021,363,90,14,467,0,0,0,2.48,-8.89
NY,2024,New York County,AD 75 ED 022,669,184,27,880,0,0,0,3.44,-7.61
NY,2024,New York County,AD 75 ED 023,615,163,16,794,0,0,0,2.11,0
NY,2024,New York County,AD 75 ED 024,777,185,20,982,0,0,0,2.19,-3.78
NY,2024,New York County,AD 75 ED 025,401,47,7,455,0,0,0,1.5,-6.38
NY,2024,New York County,AD 75 ED 026,955,139,24,1118,0,0,0,4.19,-28.78
NY,2024,New York County,AD 75 ED 027,665,136,12,813,0,0,0,2.71,-11.03
NY,2024,New York County,AD 75 ED 028,890,142,20,1052,0,0,0,1.69,-14.08
NY,2024,New York County,AD 75 ED 029,756,124,15,895,0,0,0,0.79,3.23
NY,2024,New York County,AD 75 ED 030,548,209,15,772,0,0,0,0.91,7.66
NY,2024,New York County,AD 75 ED 031,830,163,12,1005,0,0,0,0.72,7.98
NY,2024,New York County,AD 75 ED 032,685,112,18,815,0,0,0,1.61,5.36
NY,2024,New York County,AD 75 ED 033,610,122,13,745,0,0,0,0.98,6.56
NY,2024,New York County,AD 75 ED 034,607,118,19,744,0,0,0,1.32,5.93
NY,2024,New York County,AD 75 ED 035,453,104,22,579,0,0,0,2.87,-1.92
NY,2024,New York County,AD 75 ED 036,207,64,5,276,0,0,0,5.8,15.63
NY,2024,New York County,AD 75 ED 037,630,151,23,804,0,0,0,-0.79,11.26
NY,2024,New York County,AD 75 ED 038,751,128,17,896,0,0,0,1.33,10.16
NY,2024,New York County,AD 75 ED 039,662,136,9,807,0,0,0,0.6,7.35
NY,2024,New York County,AD 75 ED 040,598,86,13,697,0,0,0,1.17,1.16
NY,2024,New York County,AD 75 ED 041,830,174,20,1024,0,0,0,3.25,-12.64
NY,2024,New York County,AD 75 ED 042,802,99,12,913,0,0,0,2.99,-7.07
NY,2024,New York County,AD 75 ED 043,912,227,22,1161,0,0,0,0.22,9.69
NY,2024,New York County,AD 75 ED 044,943,104,15,1062,0,0,0,2.65,-7.69
NY,2024,New York County,AD 75 ED 045,714,101,14,829,0,0,0,0.56,4.95
NY,2024,New York County,AD 75 ED 046,830,116,15,961,0,0,0,2.05,0.86
NY,2024,New York County,AD 75 ED 047,711,120,29,860,0,0,0,1.69,-10.83
NY,2024,New York County,AD 75 ED 048,482,71,14,567,0,0,0,0.83,-5.63
NY,2024,New York County,AD 75 ED 049,872,115,25,1012,0,0,0,1.83,-6.96
NY,2024,New York County,AD 75 ED 050,617,101,9,727,0,0,0,1.78,16.83
NY,2024,New York County,AD 75 ED 051,1008,156,15,1179,0,0,0,2.28,4.49
NY,2024,New York County,AD 75 ED 052,835,106,12,953,0,0,0,2.28,11.32
NY,2024,New York County,AD 75 ED 053,838,113,17,968,0,0,0,-0.24,17.7
NY,2024,New York County,AD 75 ED 054,492,108,9,609,0,0,0,1.63,1.85
NY,2024,New York County,AD 75 ED 055,440,114,15,569,0,0,0,4.32,-2.63
NY,2024,New York County,AD 75 ED 056,537,136,21,694,0,0,0,0.74,3.68
NY,2024,New York County,AD 75 ED 057,726,198,21,945,0,0,0,3.72,1.52
NY,2024,New York County,AD 75 ED 058,707,146,19,872,0,0,0,-0.28,8.22
NY,2024,New York County,AD 75 ED 059,1209,293,37,1539,0,0,0,1.65,-1.71
NY,2024,New York County,AD 75 ED 060,748,142,24,914,0,0,0,0.94,2.11
NY,2024,New York County,AD 75 ED 061,321,112,5,438,0,0,0,4.98,20.54
NY,2024,New York County,AD 75 ED 062,769,127,12,908,0,0,0,3.64,-0.79
NY,2024,New York County,AD 75 ED 063,1396,90,19,1505,0,0,0,0.86,-13.33
NY,2024,New York County,AD 75 ED 064,880,92,10,982,0,0,0,3.52,-9.78
NY,2024,New York County,AD 75 ED 065,578,147,22,747,0,0,0,1.38,5.44
NY,2024,New York County,AD 75 ED 066,566,193,13,772,0,0,0,4.06,13.47
NY,2024,New York County,AD 75 ED 067,27,14,0,41,0,0,0,-7.41,35.71
NY,2024,New York County,AD 76 ED 001,761,268,20,1049,0,0,0,0.79,-0.37
NY,2024,New York County,AD 76 ED 002,486,205,14,705,0,0,0,0.62,-3.9
NY,2024,New York County,AD 76 ED 003,584,182,19,785,0,0,0,1.71,-7.14
NY,2024,New York County,AD 76 ED 004,763,236,23,1022,0,0,0,0.92,-2.54
NY,2024,New York County,AD 76 ED 005,823,212,32,1067,0,0,0,2.43,-12.74
NY,2024,New York County,AD 76 ED 006,831,226,18,1075,0,0,0,-0.24,2.21
NY,2024,New York County,AD 76 ED 007,791,200,17,1008,0,0,0,0.51,0.5
NY,2024,New York County,AD 76 ED 008,545,166,23,734,0,0,0,-1.1,0.6
NY,2024,New York County,AD 76 ED 009,923,251,21,1195,0,0,0,2.06,-2.39
NY,2024,New York County,AD 76 ED 010,709,110,27,846,0,0,0,-0.42,-11.82
NY,2024,New York County,AD 76 ED 011,639,195,12,846,0,0,0,0.16,2.05
NY,2024,New York County,AD 76 ED 012,759,233,18,1010,0,0,0,-0.79,3.86
NY,2024,New York County,AD 76 ED 013,724,198,13,935,0,0,0,1.66,1.01
NY,2024,New York County,AD 76 ED 014,806,177,14,997,0,0,0,3.85,-9.6
NY,2024,New York County,AD 76 ED 015,786,171,21,978,0,0,0,1.15,-1.17
NY,2024,New York County,AD 76 ED 016,578,127,12,717,0,0,0,0.52,-4.72
NY,2024,New York County,AD 76 ED 017,692,181,14,887,0,0,0,0.87,3.87
NY,2024,New York County,AD 76 ED 018,621,222,20,863,0,0,0,-2.25,4.95
NY,2024,New York County,AD 76 ED 019,963,293,28,1284,0,0,0,0.52,-1.71
NY,2024,New York County,AD 76 ED 020,849,284,28,1161,0,0,0,1.06,1.06
NY,2024,New York County,AD 76 ED 021,785,229,18,1032,0,0,0,-0.13,3.93
NY,2024,New York County,AD 76 ED 022,780,202,17,999,0,0,0,2.31,-5.45
NY,2024,New York County,AD 76 ED 023,651,172,15,838,0,0,0,0,1.16
NY,2024,New York County,AD 76 ED 024,960,227,22,1209,0,0,0,0.94,-2.2
NY,2024,New York County,AD 76 ED 025,694,174,12,880,0,0,0,1.73,-1.72
NY,2024,New York County,AD 76 ED 026,741,249,8,998,0,0,0,1.35,0
NY,2024,New York County,AD 76 ED 027,733,183,18,934,0,0,0,1.64,-6.01
NY,2024,New York County,AD 76 ED 028,828,180,20,1028,0,0,0,0.24,2.78
NY,2024,New York County,AD 76 ED 029,613,162,16,791,0,0,0,1.96,-6.79
NY,2024,New York County,AD 76 ED 030,905,248,19,1172,0,0,0,-0.44,5.65
NY,2024,New York County,AD 76 ED 031,792,232,22,1046,0,0,0,-0.38,-1.29
NY,2024,New York County,AD 76 ED 032,941,241,31,1213,0,0,0,3.19,-13.69
NY,2024,New York County,AD 76 ED 033,1006,221,19,1246,0,0,0,3.08,-6.79
NY,2024,New York County,AD 76 ED 034,941,260,26,1227,0,0,0,0.74,-3.08
NY,2024,New York County,AD 76 ED 035,926,197,34,1157,0,0,0,0.11,2.03
NY,2024,New York County,AD 76 ED 036,986,266,25,1277,0,0,0,-0.1,4.14
NY,2024,New York County,AD 76 ED 037,1028,201,26,1255,0,0,0,1.17,-1.49
NY,2024,New York County,AD 76 ED 038,568,129,19,716,0,0,0,1.94,-1.55
NY,2024,New York County,AD 76 ED 039,853,187,18,1058,0,0,0,-0.59,-5.35
NY,2024,New York County,AD 76 ED 040,706,193,12,911,0,0,0,1.56,-2.07
NY,2024,New York County,AD 76 ED 041,715,263,20,998,0,0,0,-1.68,5.7
NY,2024,New York County,AD 76 ED 042,868,206,29,1103,0,0,0,-0.12,-6.8
NY,2024,New York County,AD 76 ED 043,718,140,10,868,0,0,0,2.09,-6.43
NY,2024,New York County,AD 76 ED 044,1007,200,22,1229,0,0,0,1.39,-4
NY,2024,New York County,AD 76 ED 045,904,224,25,1153,0,0,0,0.33,-0.89
NY,2024,New York County,AD 76 ED 046,937,183,19,1139,0,0,0,1.17,-4.92
NY,2024,New York County,AD 76 ED 047,720,117,13,850,0,0,0,2.64,-11.11
NY,2024,New York County,AD 76 ED 048,791,237,23,1051,0,0,0,0.76,-5.06
NY,2024,New York County,AD 76 ED 049,819,201,33,1053,0,0,0,-0.49,2.49
NY,2024,New York County,AD 76 ED 050,960,237,30,1227,0,0,0,0.1,-5.49
NY,2024,New York County,AD 76 ED 051,738,199,20,957,0,0,0,-0.14,-3.02
NY,2024,New York County,AD 76 ED 052,836,191,24,1051,0,0,0,0.84,0.52
NY,2024,New York County,AD 76 ED 053,931,179,17,1127,0,0,0,-0.32,3.91
NY,2024,New York County,AD 76 ED 054,1053,266,19,1338,0,0,0,0,2.63
NY,2024,New York County,AD 76 ED 055,981,176,25,1182,0,0,0,1.43,-3.98
NY,2024,New York County,AD 76 ED 056,970,170,16,1156,0,0,0,0.1,4.12
NY,2024,New York County,AD 76 ED 057,632,162,22,816,0,0,0,-1.11,-2.47
NY,2024,New York County,AD 76 ED 058,965,212,25,1202,0,0,0,0.93,0.47
NY,2024,New York County,AD 76 ED 059,711,152,18,881,0,0,0,-0.14,16.45
NY,2024,New York County,AD 76 ED 060,659,124,28,811,0,0,0,0,-4.84
NY,2024,New York County,AD 76 ED 061,635,143,13,791,0,0,0,2.2,14.69
NY,2024,New York County,AD 76 ED 062,888,193,34,1115,0,0,0,-2.25,9.84
NY,2024,Niagara County,City of Lockport 001001,352,426,5,783,365,374,4,,
NY,2024,Niagara County,City of Lockport 001002,408,401,7,816,425,359,5,,
NY,2024,Niagara County,City of Lockport 001003,23,20,0,43,22,19,0,,
NY,2024,Niagara County,City of Lockport 002001,436,373,6,815,440,340,5,,
NY,2024,Niagara County,City of Lockport 002002,602,577,7,1186,628,528,6,,
NY,2024,Niagara County,City of Lockport 003001,468,564,8,1040,490,473,12,,
NY,2024,Niagara County,City of Lockport 003002,224,246,5,475,230,222,5,,
NY,2024,Niagara County,City of Lockport 004001,395,427,10,832,410,370,4,,
NY,2024,Niagara County,City of Lockport 004002,324,271,11,606,326,261,3,,
NY,2024,Niagara County,City of Lockport 004003,166,140,4,310,168,123,4,,
NY,2024,Niagara County,City of Lockport 005001,398,356,11,765,405,327,9,,
NY,2024,Niagara County,City of Lockport 005002,607,593,10,1210,612,542,4,,
NY,2024,Niagara County,City of Niagara Falls 003001,201,244,3,448,201,214,1,,
NY,2024,Niagara County,City of Niagara Falls 003002,229,288,7,524,239,256,6,,
NY,2024,Niagara County,City of Niagara Falls 003003,274,339,5,618,284,298,5,,
NY,2024,Niagara County,City of Niagara Falls 003004,313,347,4,664,333,304,3,,
NY,2024,Niagara County,City of Niagara Falls 003005,441,591,9,1041,462,527,3,,
NY,2024,Niagara County,City of Niagara Falls 003006,524,580,7,1111,538,503,3,,
NY,2024,Niagara County,City of Niagara Falls 003007,304,328,3,635,313,288,8,,
NY,2024,Niagara County,City of Niagara Falls 003008,394,450,3,847,412,389,2,,
NY,2024,Niagara County,City of Niagara Falls 004001,406,70,1,477,376,56,1,,
NY,2024,Niagara County,City of Niagara Falls 004002,631,235,5,871,611,204,1,,
NY,2024,Niagara County,City of Niagara Falls 004003,269,77,1,347,249,59,3,,
NY,2024,Niagara County,City of Niagara Falls 004004,555,194,6,755,529,172,7,,
NY,2024,Niagara County,City of Niagara Falls 004005,575,268,1,844,570,215,2,,
NY,2024,Niagara County,City of Niagara Falls 005001,367,319,14,700,385,286,4,,
NY,2024,Niagara County,City of Niagara Falls 005002,598,456,9,1063,610,406,4,,
NY,2024,Niagara County,City of Niagara Falls 005003,308,270,5,583,313,225,2,,
NY,2024,Niagara County,City of Niagara Falls 005004,358,208,4,570,367,168,2,,
NY,2024,Niagara County,City of Niagara Falls 005005,458,414,5,877,465,335,3,,
NY,2024,Niagara County,City of Niagara Falls 006001,222,136,1,359,215,130,3,,
NY,2024,Niagara County,City of Niagara Falls 006002,262,219,11,492,260,183,4,,
NY,2024,Niagara County,City of Niagara Falls 006003,462,372,14,848,477,306,11,,
NY,2024,Niagara County,City of Niagara Falls 006004,220,157,5,382,219,135,2,,
NY,2024,Niagara County,City of Niagara Falls 006005,274,227,2,503,287,193,1,,
NY,2024,Niagara County,City of Niagara Falls 006006,345,444,5,794,347,388,3,,
NY,2024,Niagara County,City of Niagara Falls 006007,278,347,3,628,298,297,4,,
NY,2024,Niagara County,City of Niagara Falls 006008,175,102,0,277,154,80,2,,
NY,2024,Niagara County,City of North Tonawanda 001001,584,703,14,1301,595,657,6,,
NY,2024,Niagara County,City of North Tonawanda 001002,101,162,3,266,107,144,1,,
NY,2024,Niagara County,City of North Tonawanda 001003,490,594,11,1095,514,526,4,,
NY,2024,Niagara County,City of North Tonawanda 001004,599,687,8,1294,619,620,2,,
NY,2024,Niagara County,City of North Tonawanda 001005,600,729,18,1347,629,655,13,,
NY,2024,Niagara County,City of North Tonawanda 002001,428,515,8,951,447,472,5,,
NY,2024,Niagara County,City of North Tonawanda 002002,478,480,7,965,490,430,6,,
NY,2024,Niagara County,City of North Tonawanda 002003,202,222,3,427,206,205,2,,
NY,2024,Niagara County,City of North Tonawanda 002004,4,7,0,11,5,5,0,,
NY,2024,Niagara County,City of North Tonawanda 002005,343,302,8,653,343,292,3,,
NY,2024,Niagara County,City of North Tonawanda 002006,266,286,9,561,267,268,4,,
NY,2024,Niagara County,City of North Tonawanda 002007,373,344,5,722,383,305,3,,
NY,2024,Niagara County,City of North Tonawanda 003001,433,612,12,1057,441,567,5,,
NY,2024,Niagara County,City of North Tonawanda 003002,553,630,11,1194,574,597,3,,
NY,2024,Niagara County,City of North Tonawanda 003003,523,630,5,1158,546,573,3,,
NY,2024,Niagara County,City of North Tonawanda 003004,327,503,3,833,342,457,8,,
NY,2024,Niagara County,City of North Tonawanda 003005,357,492,8,857,365,461,4,,
NY,2024,Niagara County,City of North Tonawanda 003006,414,453,6,873,430,417,4,,
NY,2024,Niagara County,Town of Cambria 000001,507,998,7,1512,524,936,8,,
NY,2024,Niagara County,Town of Cambria 000002,269,604,4,877,295,548,6,,
NY,2024,Niagara County,Town of Cambria 000003,290,590,6,886,300,553,6,,
NY,2024,Niagara County,Town of Hartland 000001,325,992,11,1328,341,916,12,,
NY,2024,Niagara County,Town of Hartland 000002,182,563,5,750,206,510,5,,
NY,2024,Niagara County,Town of Lewiston 000001,560,517,4,1081,565,479,4,,
NY,2024,Niagara County,Town of Lewiston 000002,610,742,16,1368,637,695,4,,
NY,2024,Niagara County,Town of Lewiston 000003,574,925,18,1517,613,848,6,,
NY,2024,Niagara County,Town of Lewiston 000004,457,836,11,1304,462,797,4,,
NY,2024,Niagara County,Town of Lewiston 000005,247,417,4,668,256,386,0,,
NY,2024,Niagara County,Town of Lewiston 000006,569,710,10,1289,589,651,5,,
NY,2024,Niagara County,Town of Lewiston 000007,577,663,6,1246,586,627,6,,
NY,2024,Niagara County,Town of Lewiston 000008,317,360,3,680,310,343,1,,
NY,2024,Niagara County,Town of Lockport 000001,536,842,15,1393,547,806,1,,
NY,2024,Niagara County,Town of Lockport 000002,187,263,5,455,198,235,5,,
NY,2024,Niagara County,Town of Lockport 000003,149,301,1,451,151,280,0,,
NY,2024,Niagara County,Town of Lockport 000004,635,942,13,1590,642,893,7,,
NY,2024,Niagara County,Town of Lockport 000005,480,680,5,1165,505,618,1,,
NY,2024,Niagara County,Town of Lockport 000006,172,271,4,447,176,242,6,,
NY,2024,Niagara County,Town of Lockport 000007,548,635,3,1186,558,597,1,,
NY,2024,Niagara County,Town of Lockport 000008,434,397,5,836,439,358,3,,
NY,2024,Niagara County,Town of Lockport 000009,270,395,3,668,288,361,4,,
NY,2024,Niagara County,Town of Lockport 000010,290,370,3,663,312,317,2,,
NY,2024,Niagara County,Town of Lockport 000011,555,653,6,1214,552,625,0,,
NY,2024,Niagara County,Town of Lockport 000012,93,73,4,170,94,75,0,,
NY,2024,Niagara County,Town of Lockport 000013,1,2,0,3,1,1,0,,
NY,2024,Niagara County,Town of Lockport 000014,25,23,0,48,26,21,0,,
NY,2024,Niagara County,Town of Lockport 000015,18,28,1,47,17,30,0,,
NY,2024,Niagara County,Town of Lockport 000016,157,211,3,371,157,202,0,,
NY,2024,Niagara County,Town of Lockport 000017,8,12,0,20,11,7,0,,
NY,2024,Niagara County,Town of Newfane 000001,466,930,9,1405,517,844,6,,
NY,2024,Niagara County,Town of Newfane 000002,356,800,11,1167,385,728,6,,
NY,2024,Niagara County,Town of Newfane 000003,301,638,4,943,323,580,5,,
NY,2024,Niagara County,Town of Newfane 000004,217,411,6,634,221,383,1,,
NY,2024,Niagara County,Town of Newfane 000005,253,600,3,856,265,550,6,,
NY,2024,Niagara County,Town of Niagara 000001,373,617,1,991,398,529,3,,
NY,2024,Niagara County,Town of Niagara 000002,222,369,2,593,230,327,1,,
NY,2024,Niagara County,Town of Niagara 000003,291,445,6,742,304,413,1,,
NY,2024,Niagara County,Town of Niagara 000004,416,668,9,1093,432,601,4,,
NY,2024,Niagara County,Town of Pendleton 000001,426,832,3,1261,429,790,6,,
NY,2024,Niagara County,Town of Pendleton 000002,452,889,18,1359,484,839,3,,
NY,2024,Niagara County,Town of Pendleton 000003,304,512,9,825,311,489,6,,
NY,2024,Niagara County,Town of Pendleton 000004,351,557,9,917,367,532,3,,
NY,2024,Niagara County,Town of Porter 000001,527,822,20,1369,515,794,9,,
NY,2024,Niagara County,Town of Porter 000002,423,825,13,1261,437,791,2,,
NY,2024,Niagara County,Town of Porter 000003,118,291,2,411,130,267,1,,
NY,2024,Niagara County,Town of Porter 000004,369,416,3,788,371,397,2,,
NY,2024,Niagara County,Town of Royalton 000001,262,527,10,799,265,492,6,,
NY,2024,Niagara County,Town of Royalton 000002,260,519,6,785,277,484,3,,
NY,2024,Niagara County,Town of Royalton 000003,434,1017,10,1461,440,966,11,,
NY,2024,Niagara County,Town of Royalton 000004,197,761,1,959,207,715,3,,
NY,2024,Niagara County,Town of Somerset 000001,371,971,17,1359,404,920,5,,
NY,2024,Niagara County,Town of Wheatfield 000001,340,676,9,1025,363,624,1,,
NY,2024,Niagara County,Town of Wheatfield 000002,238,328,1,567,250,301,3,,
NY,2024,Niagara County,Town of Wheatfield 000003,236,393,2,631,238,353,3,,
NY,2024,Niagara County,Town of Wheatfield 000004,397,547,7,951,404,507,6,,
NY,2024,Niagara County,Town of Wheatfield 000005,371,406,1,778,370,371,0,,
NY,2024,Niagara County,Town of Wheatfield 000006,323,494,6,823,339,448,4,,
NY,2024,Niagara County,Town of Wheatfield 000007,520,858,9,1387,525,807,1,,
NY,2024,Niagara County,Town of Wheatfield 000008,322,521,4,847,333,483,0,,
NY,2024,Niagara County,Town of Wheatfield 000009,451,623,10,1084,452,603,1,,
NY,2024,Niagara County,Town of Wheatfield 000010,364,502,6,872,378,474,0,,
NY,2024,Niagara County,Town of Wheatfield 000011,183,360,5,548,192,339,0,,
NY,2024,Niagara County,Town of Wheatfield 000012,174,350,2,526,176,322,4,,
NY,2024,Niagara County,Town of Wheatfield 000013,235,439,14,688,242,419,6,,
NY,2024,Niagara County,Town of Wilson 000001,200,450,1,651,215,422,2,,
NY,2024,Niagara County,Town of Wilson 000002,189,563,6,758,202,529,8,,
NY,2024,Niagara County,Town of Wilson 000003,227,622,5,854,230,589,5,,
NY,2024,Niagara County,Town of Wilson 000004,316,687,10,1013,324,666,1,,
NY,2024,Oneida County,Annsville 1,169,624,3,796,178,559,2,,
NY,2024,Oneida County,Annsville 2,67,220,1,288,72,210,0,,
NY,2024,Oneida County,Annsville 3,33,136,1,170,38,119,1,,
NY,2024,Oneida County,Augusta 1,99,360,0,459,115,326,2,,
NY,2024,Oneida County,Augusta 2,167,297,1,465,193,262,2,,
NY,2024,Oneida County,Ava 1,53,255,0,308,63,226,2,,
NY,2024,Oneida County,Boonville 1,155,466,0,621,174,416,0,,
NY,2024,Oneida County,Boonville 2,269,591,3,863,275,519,9,,
NY,2024,Oneida County,Boonville 3,73,241,0,314,87,210,1,,
NY,2024,Oneida County,Boonville 4,73,299,0,372,94,261,2,,
NY,2024,Oneida County,Bridgewater 1,120,529,3,652,146,467,2,,
NY,2024,Oneida County,Camden 1,277,611,4,892,295,543,6,,
NY,2024,Oneida County,Camden 2,198,553,1,752,210,504,3,,
NY,2024,Oneida County,Camden 3,130,464,3,597,142,426,4,,
NY,2024,Oneida County,Deerfield 1,322,623,3,948,349,573,2,,
NY,2024,Oneida County,Deerfield 2,228,617,0,845,252,560,3,,
NY,2024,Oneida County,Deerfield 3,274,386,1,661,290,358,3,,
NY,2024,Oneida County,Florence 1,102,391,1,494,109,351,3,,
NY,2024,Oneida County,Floyd 1,171,596,0,767,198,534,2,,
NY,2024,Oneida County,Floyd 2,174,506,1,681,206,447,5,,
NY,2024,Oneida County,Floyd 3,115,388,1,504,145,343,2,,
NY,2024,Oneida County,Forestport 1,175,445,0,620,192,405,2,,
NY,2024,Oneida County,Forestport 2,87,240,0,327,105,212,0,,
NY,2024,Oneida County,Kirkland 1,316,384,2,702,333,347,3,,
NY,2024,Oneida County,Kirkland 10,207,166,1,374,204,164,1,,
NY,2024,Oneida County,Kirkland 2,238,282,0,520,238,267,2,,
NY,2024,Oneida County,Kirkland 3,425,130,1,556,415,129,2,,
NY,2024,Oneida County,Kirkland 4,228,143,2,373,229,137,2,,
NY,2024,Oneida County,Kirkland 5,154,137,3,294,152,140,3,,
NY,2024,Oneida County,Kirkland 6,412,241,3,656,417,227,3,,
NY,2024,Oneida County,Kirkland 7,396,174,4,574,405,168,3,,
NY,2024,Oneida County,Kirkland 8,190,249,0,439,197,227,2,,
NY,2024,Oneida County,Kirkland 9,308,182,1,491,308,167,2,,
NY,2024,Oneida County,Lee 1,172,433,0,605,184,383,5,,
NY,2024,Oneida County,Lee 2,172,575,0,747,207,486,1,,
NY,2024,Oneida County,Lee 3,59,242,0,301,68,222,1,,
NY,2024,Oneida County,Lee 4,246,393,1,640,267,355,3,,
NY,2024,Oneida County,Lee 5,356,618,2,976,389,563,4,,
NY,2024,Oneida County,Marcy 1,331,655,5,991,366,556,8,,
NY,2024,Oneida County,Marcy 2,216,549,2,767,251,491,0,,
NY,2024,Oneida County,Marcy 3,299,599,2,900,320,546,2,,
NY,2024,Oneida County,Marcy 4,251,601,0,852,270,564,1,,
NY,2024,Oneida County,Marshall 1,186,337,2,525,201,311,2,,
NY,2024,Oneida County,Marshall 2,155,327,1,483,166,304,1,,
NY,2024,Oneida County,New Hartford Ward 1 District 1,323,507,4,834,355,449,8,,
NY,2024,Oneida County,New Hartford Ward 1 District 2,214,351,2,567,238,318,2,,
NY,2024,Oneida County,New Hartford Ward 1 District 3,417,405,2,824,440,373,1,,
NY,2024,Oneida County,New Hartford Ward 1 District 4,271,383,1,655,288,340,5,,
NY,2024,Oneida County,New Hartford Ward 1 District 5,335,331,3,669,346,309,2,,
NY,2024,Oneida County,New Hartford Ward 2 District 1,242,339,2,583,265,288,2,,
NY,2024,Oneida County,New Hartford Ward 2 District 2,317,401,0,718,341,353,2,,
NY,2024,Oneida County,New Hartford Ward 2 District 3,328,462,4,794,343,430,4,,
NY,2024,Oneida County,New Hartford Ward 2 District 4,464,455,3,922,479,422,7,,
NY,2024,Oneida County,New Hartford Ward 3 District 1,385,281,1,667,396,258,0,,
NY,2024,Oneida County,New Hartford Ward 3 District 2,398,397,1,796,409,363,3,,
NY,2024,Oneida County,New Hartford Ward 3 District 3,278,241,5,524,287,231,0,,
NY,2024,Oneida County,New Hartford Ward 3 District 4,325,347,5,677,326,350,1,,
NY,2024,Oneida County,New Hartford Ward 4 District 1,421,438,0,859,439,392,3,,
