state,electionYear,jurisdictionCode,jurisdictionName,level,vendor,systemName,equipmentType,usage,paperRecord,standardSystem,accessibleSystem,absenteeSystem,pollBookSystem,tabulation,registeredVoters,precincts,pollingPlaces,sourceGranularity,uniformityWarningRequired,uniformityNote,configurationSignals,sourceDocumentId,sourceUrl,caveat
OK,2024,OK-083,Logan County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",30910,30,30,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-085,Love County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",5625,10,10,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-093,Major County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",4390,8,8,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-095,Marshall County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",8940,9,9,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-097,Mayes County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",22662,25,25,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-087,McClain County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",26879,26,26,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-089,McCurtain County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",15605,30,30,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-091,McIntosh County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",11422,15,15,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-099,Murray County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",7822,10,10,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-101,Muskogee County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",33652,39,39,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-103,Noble County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",6454,11,11,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-105,Nowata County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",6019,12,12,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-107,Okfuskee County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",5330,13,13,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-109,Oklahoma County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",387343,291,286,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-111,Okmulgee County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",19513,25,25,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-113,Osage County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",27034,28,28,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-115,Ottawa County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",15753,13,13,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-117,Pawnee County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",9255,10,10,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-119,Payne County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",38366,30,30,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-121,Pittsburg County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",24433,38,38,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-123,Pontotoc County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",21097,20,20,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
