Office,Parish,Ward,Precinct,"Kamala D. Harris, Tim Walz Democratic (DEM)","Jill Stein, Ajamu Baraka Green (GRN)","Chase Oliver, Mike ter Maat Libertarian (LBT)","Donald J. Trump, ""JD"" Vance Republican (REP)","Peter Sonski, Lauren Onak American Solidarity Party (OTH)","Randall Terry, Stephen Broden Constitution Party (OTH)","Mattie Preston, Shannel Conner Godliness, Truth, Justice (OTH)","Cornel West, Melina Abdullah Justice For All (OTH)","Claudia de la Cruz, Karina Garcia Socialism and Liberation (OTH)","Rachele Fruit, Dennis Richter Socialist Workers Party (OTH)","Robert F. Kennedy, Jr., Nicole Shanahan We The People (OTH)"
"Presidential Electors","Orleans","07","17","141","5","1","24","1","0","0","1","1","0","3"
"Presidential Electors","Orleans","07","18","264","3","3","40","0","0","0","3","3","0","0"
"Presidential Electors","Orleans","07","19","215","1","1","14","0","0","0","1","1","0","4"
"Presidential Electors","Orleans","07","20","282","6","0","16","1","1","0","3","1","1","1"
"Presidential Electors","Orleans","07","21","201","4","0","17","0","0","2","6","1","0","1"
"Presidential Electors","Orleans","07","23","316","3","0","20","0","0","0","0","1","0","0"
"Presidential Electors","Orleans","07","24","107","0","0","10","0","0","0","1","1","0","0"
"Presidential Electors","Orleans","07","25","216","1","1","13","0","0","0","3","0","0","0"
"Presidential Electors","Orleans","07","25A","147","0","1","6","0","0","0","3","0","1","1"
"Presidential Electors","Orleans","07","26","225","2","2","16","0","0","0","1","0","0","3"
"Presidential Electors","Orleans","07","27","140","1","0","5","0","0","0","0","1","0","1"
"Presidential Electors","Orleans","07","27B","148","0","0","10","0","0","0","2","0","0","2"
"Presidential Electors","Orleans","07","28","204","1","2","15","0","0","0","1","1","0","0"
"Presidential Electors","Orleans","07","28A","192","1","0","15","0","0","1","0","0","0","1"
"Presidential Electors","Orleans","07","29","148","1","0","8","0","0","0","0","1","0","0"
"Presidential Electors","Orleans","07","30","208","5","0","31","1","0","0","0","0","0","1"
"Presidential Electors","Orleans","07","32","92","1","3","46","0","0","0","1","0","0","3"
"Presidential Electors","Orleans","07","33","154","1","0","35","1","0","0","2","0","0","1"
"Presidential Electors","Orleans","07","35","314","2","2","23","0","0","0","0","0","0","2"
"Presidential Electors","Orleans","07","37","249","1","2","25","0","0","0","4","1","0","1"
"Presidential Electors","Orleans","07","37A","160","1","1","36","0","0","0","0","1","0","0"
"Presidential Electors","Orleans","07","40","279","4","3","79","6","0","0","1","0","0","5"
"Presidential Electors","Orleans","07","41","71","1","1","59","0","0","0","2","1","0","1"
"Presidential Electors","Orleans","07","42","61","2","2","33","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","08","01","166","1","0","27","0","0","0","1","1","0","1"
"Presidential Electors","Orleans","08","02","212","3","2","19","1","0","0","1","4","0","1"
"Presidential Electors","Orleans","08","04","122","2","2","9","0","0","1","0","5","0","0"
"Presidential Electors","Orleans","08","06","233","13","2","19","0","0","0","7","2","2","2"
"Presidential Electors","Orleans","08","07","163","6","0","10","0","0","0","2","2","0","0"
"Presidential Electors","Orleans","08","08","183","2","2","14","0","0","0","1","5","0","1"
"Presidential Electors","Orleans","08","09","256","5","2","16","0","0","0","1","3","0","1"
"Presidential Electors","Orleans","08","12","345","9","1","23","1","0","0","3","1","0","1"
"Presidential Electors","Orleans","08","13","131","1","0","5","0","0","0","0","0","0","1"
"Presidential Electors","Orleans","08","14","160","1","2","6","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","08","15","338","6","1","22","0","0","1","6","2","1","3"
"Presidential Electors","Orleans","08","19","316","2","0","28","0","1","0","1","3","0","2"
"Presidential Electors","Orleans","08","20","134","7","1","27","0","0","0","1","4","0","1"
"Presidential Electors","Orleans","08","21","145","3","0","14","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","08","22","116","2","0","16","1","0","1","1","1","0","0"
"Presidential Electors","Orleans","08","23","143","2","0","30","0","0","0","0","0","0","1"
"Presidential Electors","Orleans","08","24","157","4","1","21","0","0","0","1","0","0","1"
"Presidential Electors","Orleans","08","25","228","5","1","20","1","1","0","2","1","0","3"
"Presidential Electors","Orleans","08","26","198","0","0","15","2","0","0","1","2","0","2"
"Presidential Electors","Orleans","08","27","204","4","0","16","1","0","0","3","2","0","1"
"Presidential Electors","Orleans","08","28","159","3","2","46","0","0","0","1","1","0","1"
"Presidential Electors","Orleans","08","30","233","2","1","24","2","0","0","0","1","0","1"
"Presidential Electors","Orleans","09","01","329","9","1","32","0","0","1","1","2","0","3"
"Presidential Electors","Orleans","09","03","217","5","1","26","1","0","0","1","1","0","1"
"Presidential Electors","Orleans","09","04","170","5","0","4","0","0","0","3","5","0","3"
"Presidential Electors","Orleans","09","05","247","0","0","12","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","06","369","1","0","19","0","1","3","2","0","0","0"
"Presidential Electors","Orleans","09","07","218","2","0","10","0","0","0","2","1","0","2"
"Presidential Electors","Orleans","09","08","223","5","0","14","0","0","0","4","2","0","0"
"Presidential Electors","Orleans","09","09","182","7","2","21","1","0","0","3","1","2","0"
"Presidential Electors","Orleans","09","10","337","4","3","12","2","0","0","3","7","0","1"
"Presidential Electors","Orleans","09","11","141","7","0","10","0","0","0","4","5","0","0"
"Presidential Electors","Orleans","09","12","172","3","1","16","0","0","1","5","2","0","1"
"Presidential Electors","Orleans","09","13","174","4","1","22","0","1","0","2","3","0","0"
"Presidential Electors","Orleans","09","14","143","7","0","9","0","0","0","4","4","0","0"
"Presidential Electors","Orleans","09","15","209","2","2","22","0","0","0","4","3","0","1"
"Presidential Electors","Orleans","09","16","194","6","2","8","1","0","0","1","7","0","0"
"Presidential Electors","Orleans","09","17","234","9","0","10","0","0","0","3","6","0","0"
"Presidential Electors","Orleans","09","19","226","14","1","17","1","0","0","5","8","0","1"
"Presidential Electors","Orleans","09","21","336","7","1","10","1","0","1","3","2","0","2"
"Presidential Electors","Orleans","09","23","137","4","1","8","1","0","0","2","0","0","0"
"Presidential Electors","Orleans","09","25","281","1","0","10","1","0","0","2","1","0","0"
"Presidential Electors","Orleans","09","26","129","2","1","7","1","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","28","142","2","0","8","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","28C","167","1","0","14","0","0","0","2","0","0","1"
"Presidential Electors","Orleans","09","29","59","2","0","11","1","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","30","147","0","3","56","5","5","0","3","0","0","3"
"Presidential Electors","Orleans","09","30A","107","3","1","10","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","31","116","2","0","2","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","31A","179","0","0","14","0","1","1","2","0","0","1"
"Presidential Electors","Orleans","09","31B","134","0","0","14","0","0","0","2","0","0","1"
"Presidential Electors","Orleans","09","31D","188","3","1","15","1","0","1","2","0","1","0"
"Presidential Electors","Orleans","09","32","44","0","0","6","0","0","0","0","2","0","0"
"Presidential Electors","Orleans","09","33","278","0","0","10","1","0","1","1","1","0","1"
"Presidential Electors","Orleans","09","34A","139","1","0","6","0","0","0","1","0","0","1"
"Presidential Electors","Orleans","09","35","51","0","0","4","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","09","35A","65","1","0","4","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","09","36","192","0","0","8","0","0","0","0","1","0","0"
"Presidential Electors","Orleans","09","36B","234","0","0","13","0","1","2","0","0","0","0"
"Presidential Electors","Orleans","09","37","157","0","1","8","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","38","127","1","0","14","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","09","38A","135","3","0","6","0","0","1","1","1","0","0"
"Presidential Electors","Orleans","09","39","234","1","0","32","0","0","1","1","0","0","0"
"Presidential Electors","Orleans","09","39B","109","0","0","6","1","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","40","159","1","0","11","0","0","0","2","0","0","0"
"Presidential Electors","Orleans","09","40A","227","2","0","41","0","0","0","1","1","0","1"
"Presidential Electors","Orleans","09","40C","158","0","0","17","0","0","1","0","1","1","0"
"Presidential Electors","Orleans","09","41","226","3","0","100","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","41A","39","2","2","86","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","41B","264","0","0","162","0","0","0","1","3","0","1"
"Presidential Electors","Orleans","09","41C","103","1","0","132","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","41D","88","5","0","108","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","09","42","367","1","0","15","0","0","0","1","0","0","3"
"Presidential Electors","Orleans","09","42C","260","1","0","15","0","0","2","2","1","0","0"
"Presidential Electors","Orleans","09","43A","345","2","0","26","0","0","1","1","0","0","1"
"Presidential Electors","Orleans","09","43B","162","1","0","5","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","09","43C","239","3","0","15","0","0","0","0","0","0","1"
"Presidential Electors","Orleans","09","43E","110","0","0","9","1","0","0","1","0","0","1"
"Presidential Electors","Orleans","09","43F","181","1","1","21","0","0","1","0","0","0","0"
"Presidential Electors","Orleans","09","43G","150","2","0","8","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","09","43H","79","0","0","4","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","43I","152","1","0","9","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","43J","157","0","0","8","0","0","0","2","0","0","1"
"Presidential Electors","Orleans","09","43K","202","0","0","8","0","0","0","2","0","0","2"
"Presidential Electors","Orleans","09","43L","148","0","0","8","0","0","0","0","0","1","1"
"Presidential Electors","Orleans","09","43M","293","1","0","7","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","09","43N","153","0","1","2","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","09","44","185","0","0","15","0","0","0","2","1","0","0"
"Presidential Electors","Orleans","09","44A","139","2","0","14","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","44B","281","1","1","14","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","09","44D","220","1","0","9","0","0","2","0","1","0","1"
"Presidential Electors","Orleans","09","44E","299","0","0","18","0","0","0","2","0","0","0"
"Presidential Electors","Orleans","09","44F","299","2","1","20","1","0","0","2","1","0","0"
"Presidential Electors","Orleans","09","44G","238","0","1","10","1","0","0","0","0","1","1"
"Presidential Electors","Orleans","09","44I","124","1","0","42","0","0","1","2","0","0","1"
"Presidential Electors","Orleans","09","44J","197","0","0","18","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","44L","189","2","0","12","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","44M","140","3","1","45","0","0","0","2","0","0","0"
"Presidential Electors","Orleans","09","44N","198","0","0","12","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","44O","264","0","0","13","0","0","0","2","1","0","2"
"Presidential Electors","Orleans","09","44P","287","2","1","78","0","0","0","1","0","0","1"
"Presidential Electors","Orleans","09","44Q","209","1","0","13","0","0","0","2","0","0","0"
"Presidential Electors","Orleans","09","45","39","0","1","218","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","09","45A","4","0","3","39","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","10","03","348","4","3","44","0","0","0","2","1","0","0"
"Presidential Electors","Orleans","10","06","238","4","1","30","0","0","0","0","0","2","1"
"Presidential Electors","Orleans","10","07","104","2","2","20","0","0","1","3","1","0","0"
"Presidential Electors","Orleans","10","08","105","1","2","45","1","1","0","2","1","0","0"
"Presidential Electors","Orleans","10","09","132","4","5","58","0","0","0","0","0","0","2"
"Presidential Electors","Orleans","10","11","212","6","2","36","0","0","3","0","1","0","0"
"Presidential Electors","Orleans","10","12","175","2","0","7","0","0","0","0","1","1","0"
"Presidential Electors","Orleans","10","13","139","0","0","9","0","0","1","0","2","0","0"
"Presidential Electors","Orleans","10","14","126","0","0","6","0","0","0","2","0","0","1"
"Presidential Electors","Orleans","11","02","282","9","3","41","0","0","0","2","4","0","1"
"Presidential Electors","Orleans","11","03","144","1","1","11","0","1","0","1","0","0","0"
"Presidential Electors","Orleans","11","04","194","4","4","39","0","0","1","1","1","0","0"
"Presidential Electors","Orleans","11","05","299","5","4","64","1","0","0","2","3","1","1"
"Presidential Electors","Orleans","11","08","110","2","2","70","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","11","09","263","4","6","148","0","1","0","1","1","0","1"
"Presidential Electors","Orleans","11","10","234","6","6","42","0","0","0","2","2","0","0"
"Presidential Electors","Orleans","11","11","231","3","0","21","0","0","0","0","2","0","0"
"Presidential Electors","Orleans","11","12","168","3","0","10","0","0","0","0","0","0","1"
"Presidential Electors","Orleans","11","13","144","1","0","3","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","11","14","352","2","0","9","1","0","1","0","1","0","1"
"Presidential Electors","Orleans","11","17","244","2","0","11","0","0","0","0","0","0","1"
"Presidential Electors","Orleans","12","01","178","2","5","35","0","0","1","0","1","0","0"
"Presidential Electors","Orleans","12","02","248","1","1","25","0","1","1","1","0","0","0"
"Presidential Electors","Orleans","12","03","200","1","1","30","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","12","04","148","1","2","32","0","0","0","1","1","0","1"
"Presidential Electors","Orleans","12","05","161","2","3","45","0","0","0","1","0","0","1"
"Presidential Electors","Orleans","12","06","165","1","3","50","1","0","0","0","0","0","2"
"Presidential Electors","Orleans","12","07","240","7","4","78","0","0","1","1","1","0","4"
"Presidential Electors","Orleans","12","09","144","3","1","20","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","12","10","146","2","1","52","0","1","0","0","1","0","1"
"Presidential Electors","Orleans","12","11","246","2","1","48","0","0","0","1","0","0","1"
"Presidential Electors","Orleans","12","12","171","3","1","27","0","0","0","1","0","0","2"
"Presidential Electors","Orleans","12","13","129","1","2","5","0","0","0","0","1","0","0"
"Presidential Electors","Orleans","12","14","274","4","3","26","0","0","0","5","1","1","2"
"Presidential Electors","Orleans","12","16","234","4","1","14","1","0","1","1","2","0","1"
"Presidential Electors","Orleans","12","17","283","4","0","24","0","0","0","1","3","0","1"
"Presidential Electors","Orleans","12","19","220","5","1","12","0","1","0","1","1","1","1"
"Presidential Electors","Orleans","13","01","168","1","4","26","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","13","02","182","3","1","40","1","0","2","0","1","0","2"
"Presidential Electors","Orleans","13","03","199","2","3","40","0","0","0","1","0","0","1"
"Presidential Electors","Orleans","13","04","198","6","6","67","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","13","05","204","4","4","36","0","0","0","0","0","0","3"
"Presidential Electors","Orleans","13","06","146","2","0","58","0","0","0","1","0","0","1"
"Presidential Electors","Orleans","13","07","145","1","4","58","2","0","0","0","3","0","1"
"Presidential Electors","Orleans","13","08","169","0","6","99","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","13","09","168","3","6","75","0","0","0","0","2","0","0"
"Presidential Electors","Orleans","13","10","168","0","7","65","1","0","0","1","0","0","0"
"Presidential Electors","Orleans","13","11","265","5","1","44","1","0","0","2","3","0","1"
"Presidential Electors","Orleans","13","12","153","6","1","22","1","0","0","2","0","0","0"
"Presidential Electors","Orleans","13","13","151","1","1","20","0","0","0","2","1","0","0"
"Presidential Electors","Orleans","13","14","218","2","2","37","0","0","0","2","2","0","0"
"Presidential Electors","Orleans","13","15","170","1","1","30","0","0","0","2","0","0","2"
"Presidential Electors","Orleans","13","16","213","3","0","45","1","1","0","0","0","0","4"
"Presidential Electors","Orleans","14","01","169","4","2","81","0","0","0","0","0","0","2"
"Presidential Electors","Orleans","14","02","154","2","3","70","0","1","1","0","0","0","2"
"Presidential Electors","Orleans","14","03","161","1","2","70","0","0","0","0","0","0","1"
"Presidential Electors","Orleans","14","04","137","0","1","69","0","0","0","0","0","0","2"
"Presidential Electors","Orleans","14","05","136","1","2","64","0","1","0","0","0","0","2"
"Presidential Electors","Orleans","14","06","169","6","8","115","1","0","1","0","0","0","6"
"Presidential Electors","Orleans","14","07","153","3","10","140","1","0","0","0","0","0","0"
"Presidential Electors","Orleans","14","08","118","2","2","92","1","0","0","0","0","0","1"
"Presidential Electors","Orleans","14","09","120","1","5","135","1","0","0","0","0","0","2"
"Presidential Electors","Orleans","14","10","159","2","4","87","3","1","0","0","0","0","1"
"Presidential Electors","Orleans","14","11","123","1","5","77","0","1","1","0","0","0","0"
"Presidential Electors","Orleans","14","12","146","1","1","38","1","1","0","0","0","0","1"
"Presidential Electors","Orleans","14","13A","166","3","4","51","0","0","0","1","3","0","2"
"Presidential Electors","Orleans","14","14","95","3","1","89","0","0","0","0","0","0","6"
"Presidential Electors","Orleans","14","15","134","1","6","103","0","0","0","0","0","0","3"
"Presidential Electors","Orleans","14","16","204","1","1","87","3","0","0","3","1","0","3"
"Presidential Electors","Orleans","14","17","118","3","5","46","1","1","0","0","0","0","0"
"Presidential Electors","Orleans","14","18A","167","5","2","73","1","0","1","1","1","0","0"
"Presidential Electors","Orleans","14","19","161","0","2","58","2","0","0","3","2","0","2"
"Presidential Electors","Orleans","14","20","317","3","6","98","2","1","0","2","1","1","5"
"Presidential Electors","Orleans","14","21","201","2","1","66","0","0","0","3","3","0","2"
"Presidential Electors","Orleans","14","23","181","3","1","17","0","0","0","0","1","0","1"
"Presidential Electors","Orleans","14","24A","244","3","2","60","1","0","1","1","0","0","1"
"Presidential Electors","Orleans","14","25","207","0","1","38","0","0","0","0","1","0","1"
"Presidential Electors","Orleans","14","26","174","1","0","10","0","0","0","0","1","0","0"
"Presidential Electors","Orleans","15","01","69","4","0","21","0","0","0","1","0","0","1"
"Presidential Electors","Orleans","15","02","222","3","5","64","2","0","0","0","1","0","1"
"Presidential Electors","Orleans","15","03","91","2","3","21","2","0","0","1","1","0","0"
"Presidential Electors","Orleans","15","05","136","1","0","7","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","15","06","155","0","1","23","0","0","1","1","0","0","1"
"Presidential Electors","Orleans","15","08","90","0","1","7","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","15","09","143","3","0","12","0","0","0","1","0","0","1"
"Presidential Electors","Orleans","15","10","229","3","0","18","0","0","0","1","0","0","1"
"Presidential Electors","Orleans","15","11","203","0","0","6","0","1","0","3","0","0","0"
"Presidential Electors","Orleans","15","12","102","1","1","17","0","0","1","0","0","0","0"
"Presidential Electors","Orleans","15","12A","170","0","1","15","0","0","1","0","0","0","0"
"Presidential Electors","Orleans","15","13","140","1","1","14","0","0","0","0","0","0","2"
"Presidential Electors","Orleans","15","13A","205","0","0","27","0","0","1","2","0","0","0"
"Presidential Electors","Orleans","15","13B","286","3","2","17","1","0","0","1","0","0","1"
"Presidential Electors","Orleans","15","14","129","0","3","70","0","0","0","1","0","0","2"
"Presidential Electors","Orleans","15","14A","116","0","1","28","0","0","0","1","0","0","1"
"Presidential Electors","Orleans","15","14B","142","4","0","28","2","0","0","1","0","0","1"
"Presidential Electors","Orleans","15","14C","128","0","0","52","2","0","0","1","1","0","0"
"Presidential Electors","Orleans","15","14D","88","0","0","13","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","15","14E","224","1","0","31","0","0","2","0","0","0","3"
"Presidential Electors","Orleans","15","14F","110","0","0","30","0","0","0","0","0","0","1"
"Presidential Electors","Orleans","15","14G","226","2","0","17","0","1","0","0","1","0","0"
"Presidential Electors","Orleans","15","15","176","5","0","30","0","1","2","0","0","0","2"
"Presidential Electors","Orleans","15","15A","141","4","0","56","1","0","2","1","0","0","1"
"Presidential Electors","Orleans","15","15B","102","1","3","50","0","1","0","0","0","0","0"
"Presidential Electors","Orleans","15","16","170","1","1","48","1","0","1","0","1","0","1"
"Presidential Electors","Orleans","15","17","148","2","1","74","0","0","2","1","2","0","1"
"Presidential Electors","Orleans","15","17A","113","1","3","48","0","0","1","0","0","0","1"
"Presidential Electors","Orleans","15","17B","141","4","1","77","0","0","0","2","0","0","4"
"Presidential Electors","Orleans","15","18","105","3","0","63","1","0","0","1","2","0","0"
"Presidential Electors","Orleans","15","18A","177","2","1","68","0","0","1","0","0","0","0"
"Presidential Electors","Orleans","15","18B","251","2","0","52","0","0","1","1","0","0","1"
"Presidential Electors","Orleans","15","18C","159","4","1","78","3","0","0","1","1","0","0"
"Presidential Electors","Orleans","15","18D","354","1","1","32","0","0","1","2","0","0","1"
"Presidential Electors","Orleans","15","18E","300","3","3","124","1","1","0","3","0","0","3"
"Presidential Electors","Orleans","15","18F","372","2","1","117","3","1","0","1","1","0","3"
"Presidential Electors","Orleans","15","19","202","2","0","3","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","15","19A","287","3","5","209","0","2","0","1","0","0","1"
"Presidential Electors","Orleans","15","19B","152","0","0","11","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","15","19C","270","2","1","43","0","0","0","0","0","0","1"
"Presidential Electors","Orleans","16","01","149","3","4","36","0","0","0","0","1","0","1"
"Presidential Electors","Orleans","16","01A","148","1","3","30","0","0","0","1","0","0","2"
"Presidential Electors","Orleans","16","02","164","5","3","59","1","1","1","0","1","0","0"
"Presidential Electors","Orleans","16","03","152","3","1","56","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","16","04","210","3","2","42","0","0","0","1","1","1","1"
"Presidential Electors","Orleans","16","05","178","6","2","47","0","0","0","0","1","1","0"
"Presidential Electors","Orleans","16","06","248","4","2","40","1","1","1","0","4","0","4"
"Presidential Electors","Orleans","16","07","149","4","1","36","0","0","1","0","0","0","1"
"Presidential Electors","Orleans","16","08","171","1","1","46","1","1","0","0","1","0","1"
"Presidential Electors","Orleans","16","09","127","0","0","18","1","0","0","2","0","0","0"
"Presidential Electors","Orleans","17","01","169","1","3","41","0","0","0","0","1","0","2"
"Presidential Electors","Orleans","17","02","160","6","1","35","0","2","0","1","1","0","0"
"Presidential Electors","Orleans","17","03","268","2","1","20","0","0","1","3","1","0","2"
"Presidential Electors","Orleans","17","04","165","8","0","22","0","0","0","2","0","0","1"
"Presidential Electors","Orleans","17","05","253","7","1","32","0","0","0","0","5","0","0"
"Presidential Electors","Orleans","17","06","310","3","0","17","0","0","0","2","0","0","0"
"Presidential Electors","Orleans","17","07","262","6","5","24","0","0","0","1","2","0","0"
"Presidential Electors","Orleans","17","08","196","2","3","27","0","1","1","1","4","0","2"
"Presidential Electors","Orleans","17","09","213","3","0","14","0","0","0","1","0","0","1"
"Presidential Electors","Orleans","17","10","221","1","0","20","0","0","1","0","1","0","0"
"Presidential Electors","Orleans","17","11","197","1","1","16","0","0","1","1","3","0","0"
"Presidential Electors","Orleans","17","12","145","0","1","10","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","17","13","176","1","0","4","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","17","13A","162","1","0","4","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","17","14","261","3","4","10","2","0","1","1","0","0","2"
"Presidential Electors","Orleans","17","15","210","2","0","20","0","1","0","1","0","1","0"
"Presidential Electors","Orleans","17","16","197","1","0","14","0","0","0","0","0","0","1"
"Presidential Electors","Orleans","17","17","76","1","2","88","0","0","0","0","0","1","0"
"Presidential Electors","Orleans","17","18","113","3","4","149","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","17","18A","137","0","5","187","3","0","0","0","0","0","5"
"Presidential Electors","Orleans","17","19","167","7","4","167","0","0","0","2","0","0","4"
"Presidential Electors","Orleans","17","20","177","3","5","219","0","1","2","0","0","0","3"
"Presidential Electors","Orleans","Early Voting","","67165","471","243","10536","44","26","84","238","164","10","176"
"Presidential Electors","Orleans","Provisional Votes","","171","0","0","30","0","0","0","1","1","0","0"
"Presidential Electors","Ouachita","00","01","113","5","5","462","0","0","0","1","0","1","0"
"Presidential Electors","Ouachita","00","01A","32","0","1","246","0","1","0","0","0","0","2"
"Presidential Electors","Ouachita","00","02","117","1","6","476","0","0","0","1","1","0","2"
"Presidential Electors","Ouachita","00","03","366","1","2","106","0","0","2","1","1","0","5"
"Presidential Electors","Ouachita","00","04","217","7","1","346","1","1","0","2","1","1","1"
"Presidential Electors","Ouachita","00","05","264","2","4","182","0","0","1","1","1","0","2"
"Presidential Electors","Ouachita","00","06","142","2","0","453","2","0","0","0","0","0","2"
"Presidential Electors","Ouachita","00","07","192","2","2","364","0","1","1","1","0","0","3"
"Presidential Electors","Ouachita","00","08","228","1","1","320","0","1","4","0","0","0","2"
"Presidential Electors","Ouachita","00","09","320","3","1","213","1","0","2","3","2","1","3"
"Presidential Electors","Ouachita","00","09A","164","1","1","111","0","1","1","3","0","0","3"
"Presidential Electors","Ouachita","00","10","112","1","0","32","0","0","0","2","0","0","2"
"Presidential Electors","Ouachita","00","11","224","5","0","26","2","0","1","1","0","1","2"
"Presidential Electors","Ouachita","00","12","198","0","0","13","0","0","0","0","0","0","1"
"Presidential Electors","Ouachita","00","13","220","0","1","19","0","0","1","1","1","0","0"
"Presidential Electors","Ouachita","00","14","314","1","0","16","0","2","0","0","1","0","1"
"Presidential Electors","Ouachita","00","15","240","1","0","15","1","0","2","0","1","0","0"
"Presidential Electors","Ouachita","00","16","252","3","1","11","0","0","2","0","0","0","0"
"Presidential Electors","Ouachita","00","17","204","0","2","25","0","0","0","0","0","1","1"
"Presidential Electors","Ouachita","00","18","330","3","1","18","0","0","2","2","1","0","0"
"Presidential Electors","Ouachita","00","19","313","0","1","17","1","0","1","1","3","0","3"
"Presidential Electors","Ouachita","00","20","226","1","0","39","1","0","0","3","0","0","1"
"Presidential Electors","Ouachita","00","21","183","0","0","36","0","0","1","1","0","0","0"
"Presidential Electors","Ouachita","00","22","318","2","0","18","0","0","1","1","0","0","1"
"Presidential Electors","Ouachita","00","23","262","0","0","10","0","0","0","0","0","0","0"
"Presidential Electors","Ouachita","00","24","407","1","2","19","0","0","2","2","1","0","1"
"Presidential Electors","Ouachita","00","25","84","0","1","182","0","0","0","0","1","0","0"
"Presidential Electors","Ouachita","00","26","98","0","0","108","0","1","0","0","0","0","1"
"Presidential Electors","Ouachita","00","27","154","2","2","44","0","0","1","0","1","0","1"
"Presidential Electors","Ouachita","00","28","81","3","1","40","0","0","0","0","0","0","0"
"Presidential Electors","Ouachita","00","30","193","2","0","48","0","0","1","0","0","0","0"
"Presidential Electors","Ouachita","00","31","99","0","0","146","0","0","2","0","0","0","1"
"Presidential Electors","Ouachita","00","32","98","2","3","453","1","0","0","0","0","0","1"
"Presidential Electors","Ouachita","00","33","99","0","2","417","2","0","0","0","1","0","0"
"Presidential Electors","Ouachita","00","34","30","0","0","34","0","0","1","1","1","0","0"
"Presidential Electors","Ouachita","00","35","97","0","4","191","0","0","0","0","0","0","3"
"Presidential Electors","Ouachita","00","36","21","1","0","155","0","0","1","0","0","0","1"
"Presidential Electors","Ouachita","00","37","62","0","1","215","2","0","1","1","0","0","3"
"Presidential Electors","Ouachita","00","38","45","1","0","246","0","0","0","0","0","0","3"
"Presidential Electors","Ouachita","00","39","164","3","2","334","1","0","0","0","0","0","0"
"Presidential Electors","Ouachita","00","40","30","1","1","155","0","0","0","0","0","0","0"
"Presidential Electors","Ouachita","00","41","80","1","4","560","7","2","0","0","0","0","2"
"Presidential Electors","Ouachita","00","42","103","3","0","363","3","1","1","1","0","1","0"
"Presidential Electors","Ouachita","00","43","75","2","1","485","0","0","0","0","0","0","5"
"Presidential Electors","Ouachita","00","44","57","3","5","423","1","0","0","0","0","0","1"
"Presidential Electors","Ouachita","00","44A","68","4","2","417","0","0","0","0","0","0","1"
"Presidential Electors","Ouachita","00","45","83","1","3","567","1","0","1","0","0","0","1"
"Presidential Electors","Ouachita","00","46","60","0","2","216","0","1","0","0","0","0","1"
"Presidential Electors","Ouachita","00","47","62","1","2","100","1","0","0","0","0","0","2"
