,,Donald J. Trump and Michael R. Pence,Hillary Rodham Clinton and Timothy Michael Kaine,Gary Johnson and Bill Weld,Evan McMullin and Nathan Johnson,Jill Stein and Ajamu Baraka,Darrell Castle and Scott Bradley,Peter Skewes and Michael Lacy,Total Votes Cast,Overvotes/Undervotes,Total Ballots Cast
,,Republican,Democratic,Libertarian,Independence,Green,Constitution,American,,,
Precinct,Provisional 1,70,45,9,1,0,0,0,125,1,126
Precinct,Provisional 2,49,25,1,3,1,0,0,79,0,79
Precinct,Raintree,1002,551,62,22,8,13,4,1662,16,1678
Precinct,Ranch Creek,672,788,43,23,10,6,1,1543,13,1556
Precinct,Reedy Fork,569,478,17,15,4,5,4,1092,7,1099
Precinct,Riverside,783,475,51,26,20,5,1,1361,12,1373
Precinct,Riverwalk,1122,426,62,30,16,0,0,1656,17,1673
Precinct,Rock Hill,759,507,51,40,13,6,3,1379,15,1394
Precinct,Rocky Creek,616,422,54,11,6,6,1,1116,9,1125
Precinct,Rolling Green,701,255,30,15,2,2,0,1005,16,1021
Precinct,Royal Oaks,82,639,6,6,3,4,1,741,7,748
Precinct,Saluda,580,281,22,10,6,6,1,906,16,922
Precinct,Sandy Flat,1625,297,54,25,10,14,2,2027,16,2043
Precinct,Sevier,1092,372,46,46,15,8,4,1583,14,1597
Precinct,Silverleaf,866,321,49,41,14,8,0,1299,18,1317
Precinct,Simpsonville 01,878,432,49,17,8,8,2,1394,15,1409
Precinct,Simpsonville 02,572,330,35,12,14,5,2,970,9,979
Precinct,Simpsonville 03,980,350,45,14,12,4,0,1405,12,1417
Precinct,Simpsonville 04,633,400,36,9,8,4,2,1092,4,1096
Precinct,Simpsonville 05,560,486,44,22,6,0,1,1119,9,1128
Precinct,Simpsonville 06,936,528,50,19,8,6,1,1548,11,1559
Precinct,Skyland,1322,129,33,15,8,5,0,1512,17,1529
Precinct,Slater Marietta,1391,226,40,17,11,6,6,1697,15,1712
Precinct,Southside,513,536,27,8,6,3,1,1094,12,1106
Precinct,Sparrows Point,869,418,40,43,10,4,2,1386,20,1406
Precinct,Spring Forest,576,432,45,36,5,6,2,1102,10,1112
Precinct,Standing Springs,636,370,39,21,18,4,1,1089,12,1101
Precinct,Stone Valley,767,408,52,34,19,6,3,1289,13,1302
Precinct,Stonehaven,694,323,42,28,4,3,0,1094,11,1105
Precinct,Suber Mill,998,476,69,38,19,5,1,1606,15,1621
Precinct,Sugar Creek,1070,364,46,24,8,6,1,1519,25,1544
Precinct,Sulphur Springs,834,296,23,15,13,6,3,1190,9,1199
Precinct,Sycamore,919,290,50,16,7,7,2,1291,10,1301
Precinct,Tanglewood,557,583,22,6,7,3,2,1180,19,1199
Precinct,Taylors,668,496,63,10,9,9,2,1257,13,1270
Precinct,Thornblade,1053,537,32,33,15,4,2,1676,15,1691
Precinct,Tigerville,1161,231,38,33,5,8,0,1476,10,1486
Precinct,Timberlake,846,395,72,42,14,9,1,1379,13,1392
Precinct,Trade,637,458,33,22,14,4,1,1169,12,1181
Precinct,Travelers Rest 01,927,409,62,35,15,4,2,1454,13,1467
Precinct,Travelers Rest 02,705,214,17,17,7,7,2,969,8,977
Precinct,Tubbs Mountain,1113,215,33,18,6,10,2,1397,13,1410
Precinct,Tyger River,448,271,20,8,8,2,0,757,5,762
Precinct,Verdmont,790,410,34,17,4,5,1,1261,11,1272
Precinct,Wade Hampton,740,337,38,43,14,6,4,1182,22,1204
Precinct,Walnut Springs,1819,707,88,49,18,27,2,2710,21,2731
Precinct,Ware Place,945,242,22,7,11,5,0,1232,15,1247
Precinct,Welcome,411,561,26,9,8,7,2,1024,18,1042
Precinct,Wellington,635,220,30,17,3,4,1,910,16,926
Precinct,Westcliffe,588,330,20,11,5,2,3,959,4,963
Precinct,Westside,656,423,15,7,4,8,1,1114,16,1130
Precinct,Woodmont,657,628,20,10,11,6,2,1334,11,1345
Precinct,Woodruff Lakes,1040,421,36,29,15,8,3,1552,6,1558
County,Greenwood,16961,10711,580,221,160,81,49,28763,446,29209
Precinct,Absentee,3644,2998,109,31,9,13,10,6814,52,6866
Precinct,Airport,390,103,17,10,3,1,1,525,4,529
Precinct,Allies Crossing,307,118,9,3,1,0,0,438,6,444
Precinct,Biltmore Pines,385,175,12,7,7,1,0,587,7,594
Precinct,Bradley,87,43,6,0,0,1,0,137,1,138
Precinct,Callison,394,110,9,1,0,3,3,520,4,524
Precinct,Civic Center,221,310,4,1,6,1,3,546,3,549
Precinct,Cokesbury,267,261,7,5,1,3,0,544,4,548
Precinct,Coronaca,610,117,16,4,1,3,0,751,7,758
Precinct,Emerald,57,223,8,1,0,1,1,291,8,299
Precinct,Emerald High,196,60,8,6,2,0,0,272,1,273
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Epworth,309,59,5,0,0,3,0,376,4,380
Precinct,Failsafe,53,111,2,1,3,1,1,172,1,173
Precinct,Failsafe Provisional,47,41,1,1,0,0,0,90,1,91
Precinct,Georgetown,234,200,14,6,4,2,1,461,5,466
Precinct,Gideons Way,161,201,3,5,0,1,1,372,5,377
Precinct,Glendale,563,154,16,14,7,4,0,758,8,766
Precinct,Greenwood High,293,146,8,6,6,3,0,462,2,464
Precinct,Greenwood Mill,262,105,15,5,5,0,0,392,3,395
Precinct,Greenwood No. 01,46,252,3,4,6,1,1,313,10,323
Precinct,Greenwood No. 02,21,364,3,1,1,1,0,391,6,397
Precinct,Greenwood No. 03,295,213,21,11,4,0,0,544,5,549
Precinct,Greenwood No. 04,271,278,14,4,5,0,2,574,2,576
Precinct,Greenwood No. 05,53,172,4,2,0,0,1,232,3,235
Precinct,Greenwood No. 06,145,237,6,1,3,2,1,395,3,398
Precinct,Greenwood No. 07,166,270,15,5,4,2,1,463,3,466
Precinct,Greenwood No. 08,260,172,13,6,5,2,1,459,9,468
Precinct,Hall's Store,0,0,0,0,0,0,0,0,174,174
Precinct,Harris,193,135,10,2,7,1,2,350,3,353
Precinct,Hodges,542,161,13,6,3,2,0,727,8,735
Precinct,Laco,472,213,11,5,5,1,3,710,8,718
Precinct,Liberty,186,205,5,2,4,1,1,404,5,409
Precinct,Lower Lake,510,97,13,3,1,0,0,624,8,632
Precinct,Marshall Oaks,52,186,6,1,1,0,1,247,1,248
Precinct,Maxwellton Pike,351,55,14,2,4,2,1,429,6,435
Precinct,Mimosa Crest,228,123,15,2,1,0,1,370,4,374
Precinct,Mountain Laurel,182,215,8,4,4,1,1,415,3,418
Precinct,New Market,283,181,4,5,2,0,2,477,3,480
Precinct,Newcastle,374,101,13,5,6,2,0,501,4,505
Precinct,Ninety Six,249,175,12,4,4,1,0,445,8,453
Precinct,Ninety Six Mill,344,51,13,5,2,0,0,415,3,418
Precinct,Parsons Mill,241,136,17,5,3,5,1,408,1,409
Precinct,Pinecrest,284,161,8,8,8,3,0,472,5,477
Precinct,Provisional,33,37,0,1,1,1,0,73,0,73
Precinct,Riley,77,40,1,0,1,0,0,119,3,122
Precinct,Rutherford Shoals,282,145,5,0,4,0,0,436,5,441
Precinct,Sandridge,328,51,5,2,0,1,0,387,6,393
Precinct,Shoals Junction,141,43,2,2,2,0,0,190,2,192
Precinct,Sparrows Grace,611,97,15,5,3,5,0,736,4,740
Precinct,Stonewood,656,171,20,2,5,2,2,858,6,864
Precinct,Troy,61,24,2,0,0,0,0,87,1,88
Precinct,Verdery,375,281,13,8,4,2,4,687,4,691
Precinct,Ware Shoals,169,134,7,1,2,2,2,317,4,321
County,Hampton,3488,5170,69,32,19,14,14,8806,79,8885
Precinct,Absentee,640,1748,16,1,0,2,1,2408,22,2430
Precinct,Black Creek,101,32,0,0,0,1,1,135,2,137
Precinct,Bonnett,335,125,1,3,0,1,2,467,1,468
Precinct,Brunson,206,133,4,3,2,1,0,349,4,353
Precinct,Crocketville-Miley,168,98,2,1,0,0,0,269,5,274
Precinct,Cummings,206,214,1,3,0,2,0,426,1,427
Precinct,Early Branch,94,90,0,0,0,0,0,184,1,185
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Estill,212,718,8,6,6,2,3,955,9,964
Precinct,Failsafe,7,11,0,0,0,0,0,18,0,18
Precinct,Failsafe Provisional,0,3,0,0,0,0,0,3,0,3
Precinct,Furman,76,141,3,0,0,0,1,221,2,223
Precinct,Garnett,12,79,0,0,0,0,0,91,1,92
Precinct,Gifford,16,186,0,0,0,0,1,203,1,204
Precinct,Hampton Courthouse No. 01,247,209,4,3,4,1,0,468,6,474
Precinct,Hampton Courthouse No. 02,358,287,9,3,0,1,0,658,4,662
Precinct,Hopewell,142,28,2,0,1,0,0,173,3,176
Precinct,Horse Gall,59,2,2,0,0,0,0,63,0,63
Precinct,Provisional,5,4,0,0,0,0,0,9,0,9
Precinct,Rivers Mill,18,23,1,2,0,0,0,44,0,44
Precinct,Scotia,22,175,2,1,0,0,0,200,2,202
Precinct,Varnville,356,526,9,3,3,2,2,901,9,910
Precinct,Yemassee,208,338,5,3,3,1,3,561,6,567
County,Horry,89288,39410,2276,737,811,197,201,132920,1309,134229
Precinct,4 Mile,681,259,17,6,3,3,1,970,7,977
Precinct,Absentee,10481,5553,210,96,60,18,18,16436,181,16617
Precinct,Absentee 2,1427,1122,26,7,7,1,2,2592,28,2620
Precinct,Adrian,786,212,21,4,6,0,1,1030,8,1038
Precinct,Allsbrook,326,71,0,0,0,1,0,398,2,400
Precinct,Atlantic Beach,16,70,0,0,0,0,0,86,0,86
Precinct,Aynor,704,136,8,4,4,0,2,858,9,867
Precinct,Bayboro-gurley,500,230,3,3,1,5,0,742,7,749
Precinct,Brooksville #01,1028,437,25,13,8,2,3,1516,15,1531
Precinct,Brooksville #02,355,184,9,3,2,0,1,554,12,566
Precinct,Brownway,730,124,9,2,1,0,2,868,5,873
Precinct,Burgess 01,848,326,24,3,10,3,2,1216,13,1229
Precinct,Burgess 02,1348,494,31,11,6,1,3,1894,15,1909
Precinct,Burgess 03,1255,457,22,19,6,5,2,1766,15,1781
Precinct,Burgess 04,755,262,28,4,3,0,1,1053,17,1070
Precinct,Carolina Bays,728,272,19,8,6,0,0,1033,8,1041
Precinct,Carolina Forest 01,1088,426,45,9,12,0,2,1582,4,1586
Precinct,Carolina Forest 02,681,320,19,10,8,1,2,1041,5,1046
Precinct,Cedar Grove,408,64,2,3,2,0,2,481,4,485
Precinct,Cherry Grove 01,670,231,14,0,8,1,1,925,6,931
Precinct,Cherry Grove 02,798,307,23,8,5,2,1,1144,22,1166
Precinct,Coastal Carolina,437,311,36,10,8,0,1,803,7,810
Precinct,Coastal Lane 01,60,420,7,3,2,3,1,496,10,506
Precinct,Coastal Lane 02,172,395,11,2,5,1,3,589,2,591
Precinct,Cool Springs,193,48,5,0,1,1,0,248,5,253
Precinct,Crescent,629,226,24,3,12,1,0,895,4,899
Precinct,Daisy,547,140,7,0,2,1,1,698,4,702
Precinct,Deerfield,1028,357,26,10,13,1,2,1437,13,1450
Precinct,Dogbluff,482,65,10,0,4,1,1,563,0,563
Precinct,Dogwood,415,291,14,5,5,2,2,734,14,748
Precinct,Dunes 01,1120,395,27,7,3,2,1,1555,18,1573
Precinct,Dunes 02,730,255,11,7,6,2,2,1013,18,1031
Precinct,Dunes 03,373,197,17,4,8,0,0,599,12,611
Precinct,East Conway,381,169,17,6,6,0,2,581,7,588
Precinct,East Loris,928,459,17,3,6,1,3,1417,15,1432
Precinct,Ebenezer,822,277,16,1,1,3,0,1120,5,1125
Precinct,Emerald Forest 01,733,376,34,9,15,0,2,1169,8,1177
Precinct,Emerald Forest 02,1163,546,50,16,14,1,4,1794,8,1802
Precinct,Emerald Forest 03,887,362,28,6,17,4,1,1305,6,1311
Precinct,Emergency,167,66,5,0,1,1,0,240,2,242
Precinct,Emergency 2,18,6,0,0,0,0,0,24,0,24
Precinct,Enterprise,1321,494,38,12,16,1,5,1887,11,1898
Precinct,Failsafe,53,30,1,0,1,0,0,85,1,86
Precinct,Failsafe 2,6,13,1,0,0,0,0,20,0,20
Precinct,Failsafe Provisional,16,5,0,1,0,0,0,22,0,22
Precinct,Forestbrook,1151,496,37,18,16,2,2,1722,13,1735
Precinct,Galivants Ferry,98,19,2,0,0,0,0,119,0,119
Precinct,Garden City 01,899,273,13,7,1,3,1,1197,14,1211
Precinct,Garden City 02,640,142,13,2,4,2,0,803,8,811
Precinct,Garden City 03,615,325,18,3,10,2,0,973,11,984
Precinct,Garden City 04,454,208,11,4,4,2,1,684,7,691
Precinct,Glenns Bay,793,295,41,13,8,3,1,1154,10,1164
Precinct,Green Sea,330,150,4,1,0,1,1,487,8,495
Precinct,Hickory Grove,675,130,14,4,6,2,3,834,2,836
Precinct,Hickory Hill,81,20,1,0,1,0,0,103,0,103
Precinct,Homewood,534,238,9,4,4,0,1,790,9,799
Precinct,Horry,558,73,5,3,3,2,1,645,7,652
Precinct,Inland,129,95,0,0,1,1,2,228,3,231
Precinct,Jackson Bluff,202,72,13,2,5,2,0,296,3,299
Precinct,Jamestown,862,548,24,8,6,4,7,1459,16,1475
Precinct,Jernigans Xroads,331,71,4,4,2,1,3,416,7,423
Precinct,Jet Port 01,556,277,9,5,5,0,3,855,13,868
Precinct,Jet Port 02,1332,660,48,10,15,3,1,2069,16,2085
Precinct,Jordanville,315,17,0,2,4,1,0,339,4,343
Precinct,Joyner Swamp,225,36,2,0,0,0,0,263,2,265
Precinct,Juniper Bay,768,162,9,4,9,3,4,959,10,969
Precinct,Lake Park,1561,708,57,11,25,1,5,2368,22,2390
Precinct,Leon,412,419,9,6,0,3,3,852,6,858
Precinct,Little River 01,652,208,16,6,10,3,1,896,13,909
Precinct,Little River 02,1037,393,31,10,8,2,1,1482,20,1502
Precinct,Little River 03,875,296,19,6,7,0,1,1204,17,1221
Precinct,Live Oak,260,129,7,2,3,0,1,402,0,402
Precinct,Maple,574,201,7,2,2,1,2,789,7,796
Precinct,Marlowe 01,1005,373,27,17,4,2,3,1431,15,1446
Precinct,Marlowe 02,1184,480,24,10,8,0,2,1708,12,1720
Precinct,Marlowe 03,612,258,14,6,6,0,1,897,9,906
Precinct,Methodist-mill Swamp,435,19,4,1,1,2,2,464,4,468
Precinct,Mt. Olive,369,133,3,2,1,2,1,511,4,515
Precinct,Mt. Vernon,307,47,3,0,5,0,1,363,3,366
Precinct,Myrtle Trace,513,234,25,4,9,1,1,787,16,803
Precinct,Myrtlewood 01,421,225,14,4,10,1,1,676,8,684
Precinct,Myrtlewood 02,650,301,23,4,2,1,0,981,12,993
Precinct,Myrtlewood 03,727,271,24,5,4,5,1,1037,14,1051
Precinct,Nixons Xroads 01,679,250,13,2,7,0,2,953,17,970
Precinct,Nixons Xroads 02,861,550,20,12,7,2,1,1453,22,1475
Precinct,Nixons Xroads 03,638,280,11,4,4,2,2,941,11,952
Precinct,North Conway 01,378,320,7,10,6,0,1,722,10,732
Precinct,North Conway 02,421,174,17,5,8,0,2,627,8,635
Precinct,Ocean Drive 01,820,290,18,5,8,4,0,1145,9,1154
Precinct,Ocean Drive 02,1325,375,22,5,5,1,3,1736,23,1759
Precinct,Ocean Forest 01,585,235,14,4,7,1,0,846,7,853
Precinct,Ocean Forest 02,606,273,26,10,6,1,0,922,5,927
Precinct,Ocean Forest 03,307,234,21,7,6,3,1,579,6,585
Precinct,Palmetto Bays,1234,460,29,12,13,2,2,1752,22,1774
Precinct,Pawleys Swamp,286,52,7,3,3,2,1,354,3,357
Precinct,Pleasant View,122,26,0,0,0,0,1,149,3,152
Precinct,Poplar Hill,422,45,5,0,1,1,0,474,9,483
Precinct,Port Harrelson,29,412,4,3,0,0,1,449,0,449
Precinct,Provisional,98,55,3,0,0,0,0,156,0,156
Precinct,Provisional 2,0,0,0,0,0,0,0,0,0,0
Precinct,Racepath 01,267,287,11,3,2,0,1,571,4,575
Precinct,Racepath 02,46,597,0,3,5,3,1,655,9,664
Precinct,Red Bluff,309,236,7,2,2,0,1,557,3,560
Precinct,Red Hill 01,424,144,22,7,8,1,0,606,4,610
Precinct,Red Hill 02,807,408,20,8,10,0,5,1258,19,1277
Precinct,River Oaks,805,274,23,4,8,4,0,1118,11,1129
Precinct,Salem,857,219,25,10,15,4,0,1130,13,1143
Precinct,Sea Oats 01,476,276,10,3,8,2,1,776,8,784
Precinct,Sea Oats 02,377,412,12,7,10,2,1,821,6,827
Precinct,Sea Winds,1224,524,30,11,5,3,5,1802,14,1816
Precinct,Shell,554,85,14,7,1,2,2,665,3,668
Precinct,Socastee 01,972,381,38,13,13,3,0,1420,10,1430
Precinct,Socastee 02,688,174,10,0,12,0,2,886,10,896
Precinct,Socastee 03,1408,493,40,10,19,4,7,1981,15,1996
Precinct,Socastee 04,1301,560,41,6,18,2,3,1931,7,1938
Precinct,Spring Branch,189,35,1,2,4,0,0,231,2,233
Precinct,Surfside 01,862,340,31,4,16,3,3,1259,17,1276
Precinct,Surfside 02,468,170,7,1,2,1,0,649,9,658
Precinct,Surfside 03,1007,325,33,3,8,0,0,1376,11,1387
Precinct,Surfside 04,928,352,28,11,11,1,3,1334,17,1351
Precinct,Sweet Home,281,271,7,2,2,1,1,565,3,568
Precinct,Taylorsville,179,16,1,0,2,1,0,199,1,200
Precinct,Tilly Swamp,591,164,13,3,4,2,1,778,10,788
Precinct,Toddville,513,203,11,4,8,3,1,743,7,750
Precinct,Wampee,359,586,11,4,0,7,4,971,8,979
Precinct,West Conway,174,148,4,4,3,0,0,333,0,333
Precinct,West Loris,132,314,6,0,3,1,0,456,6,462
Precinct,White Oak,326,39,8,1,1,0,2,377,3,380
Precinct,Wild Wing,1043,398,28,6,9,0,4,1488,10,1498
Precinct,Windy Hill 01,493,191,11,4,7,1,0,707,7,714
Precinct,Windy Hill 02,981,295,15,4,1,0,1,1297,9,1306
County,Jasper,5187,5956,139,68,35,25,17,11427,103,11530
Precinct,Absentee,922,1846,20,12,5,4,2,2811,28,2839
Precinct,Coosawhatchie,78,183,2,2,1,0,3,269,1,270
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe,0,3,1,0,0,0,0,4,0,4
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Gillisonville,170,173,4,2,1,1,1,352,4,356
Precinct,Grahamville 01,358,197,12,6,0,1,1,575,3,578
Precinct,Grahamville 02,313,586,7,4,2,2,1,915,10,925
Precinct,Grays,334,110,6,4,0,1,0,455,4,459
Precinct,Hardeeville 01,349,330,15,2,5,1,1,703,6,709
Precinct,Hardeeville 02,150,295,1,1,1,0,0,448,4,452
Precinct,Levy,353,568,17,3,4,1,0,946,3,949
Precinct,Oakatie,309,270,19,4,2,5,1,610,3,613
Precinct,Pineland,37,293,1,10,1,0,1,343,5,348
Precinct,Provisional,9,13,0,0,0,0,0,22,0,22
Precinct,Ridgeland 01,354,134,4,2,3,4,3,504,4,508
Precinct,Ridgeland 02,255,238,7,3,5,3,1,512,5,517
Precinct,Ridgeland 03,258,120,3,5,0,0,1,387,5,392
Precinct,Sun City,796,405,15,6,4,1,1,1228,13,1241
Precinct,Tillman,142,192,5,2,1,1,0,343,5,348
County,Kershaw,17542,10330,560,289,143,72,59,28995,299,29294
Precinct,Absentee 1,2854,3002,71,38,26,16,9,6016,58,6074
Precinct,Absentee 2,815,499,21,15,3,0,2,1355,23,1378
Precinct,Airport,333,122,9,5,3,0,2,474,8,482
Precinct,Antioch,326,117,5,2,2,1,0,453,5,458
Precinct,Bethune,413,265,11,6,3,2,3,703,8,711
Precinct,Buffalo,446,97,3,1,3,1,0,551,3,554
Precinct,Camden No. 01,284,321,16,2,5,0,2,630,12,642
Precinct,Camden No. 02 & 03,81,54,4,4,3,0,0,146,3,149
Precinct,Camden No. 05,248,122,8,4,5,1,2,390,10,400
Precinct,Camden No. 05-a,90,160,3,2,0,1,0,256,5,261
Precinct,Camden No. 06,115,70,10,2,0,0,1,198,4,202
Precinct,Cassatt,514,203,10,3,5,6,1,742,6,748
Precinct,Charlotte Thompson,421,302,16,6,3,0,1,749,11,760
Precinct,Dobys Mill,646,298,17,3,10,1,6,981,5,986
Precinct,E. Camden-Hermitage,157,77,8,3,2,2,0,249,1,250
Precinct,Elgin No. 01,808,308,42,23,6,5,3,1195,9,1204
Precinct,Elgin No. 02,533,252,18,8,5,6,1,823,8,831
Precinct,Elgin No. 03,417,224,12,12,3,3,2,673,9,682
Precinct,Elgin No. 04,650,326,20,21,5,0,3,1025,6,1031
Precinct,Elgin No. 05,504,220,20,6,1,0,2,753,7,760
Precinct,Elgin No. 06,328,250,19,8,5,5,0,615,5,620
Precinct,Emergency 1,27,13,0,0,0,0,0,40,0,40
Precinct,Emergency 2,2,1,0,0,0,0,0,3,0,3
Precinct,Failsafe 1,69,48,1,2,2,0,0,122,1,123
Precinct,Failsafe 2,14,6,1,0,0,0,0,21,0,21
Precinct,Failsafe Provisional,49,23,1,2,1,1,0,77,0,77
Precinct,Gates Ford,156,22,5,0,0,0,0,183,3,186
Precinct,Hobkirk's Hill,411,270,34,8,4,3,1,731,12,743
Precinct,Liberty Hill,215,66,4,5,1,0,0,291,4,295
Precinct,Lugoff No. 01,358,176,16,2,2,1,1,556,5,561
Precinct,Lugoff No. 02,626,200,26,7,2,2,1,864,5,869
Precinct,Lugoff No. 03,571,176,20,25,7,2,0,801,12,813
Precinct,Lugoff No. 04,546,129,13,16,1,0,0,705,3,708
Precinct,Malvern Hill,365,293,9,11,3,4,3,688,5,693
Precinct,Provisional 1,0,0,0,0,0,0,0,0,0,0
Precinct,Provisional 2,0,0,0,0,0,0,0,0,0,0
Precinct,Rabons Xroads,759,187,14,7,5,4,2,978,9,987
Precinct,Riverdale,59,327,5,3,1,0,1,396,4,400
Precinct,Salt Pond,542,179,16,7,6,3,1,754,4,758
Precinct,Shaylors Hill,253,139,6,1,0,0,2,401,4,405
Precinct,Springdale,391,312,14,8,5,0,1,731,5,736
Precinct,Westville,592,210,15,5,3,1,3,829,10,839
Precinct,Whites Gardens,554,264,17,6,2,1,3,847,7,854
County,Lancaster,23719,13812,764,336,161,97,49,38938,383,39321
Precinct,Absentee,5969,4107,119,67,33,22,13,10330,124,10454
Precinct,Antioch,354,78,7,1,2,2,1,445,5,450
Precinct,Black Horse Run,894,477,55,21,8,3,1,1459,12,1471
Precinct,Camp Creek,381,72,4,3,0,0,1,461,3,464
Precinct,Carmel,167,119,3,0,0,1,0,290,1,291
Precinct,Chesterfield Ave,76,359,9,2,2,2,2,452,2,454
Precinct,Douglas,441,335,12,1,4,2,4,799,8,807
Precinct,Dwight,787,138,10,5,2,3,0,945,8,953
Precinct,Elgin,460,244,9,4,4,3,0,724,8,732
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Erwin Farm,326,317,11,6,2,3,3,668,4,672
Precinct,Failsafe,34,33,1,0,0,0,0,68,0,68
Precinct,Failsafe Provisional,46,62,2,1,0,0,1,112,1,113
Precinct,Gold Hill,96,49,3,0,1,0,0,149,3,152
Precinct,Goochs Cross Roads,323,363,7,4,5,0,4,706,6,712
Precinct,Harrisburg,1014,609,62,25,7,9,1,1727,14,1741
Precinct,Heath Springs,401,212,12,6,5,1,1,638,7,645
Precinct,Hyde Park,452,228,15,7,3,0,0,705,6,711
Precinct,Jacksonham,467,235,7,5,6,2,0,722,6,728
Precinct,Kershaw North,485,310,11,7,2,2,1,818,4,822
Precinct,Kershaw South,620,145,8,14,1,2,4,794,9,803
Precinct,Lake House,651,392,23,12,5,2,1,1086,14,1100
Precinct,Lancaster East,200,385,8,4,1,4,0,602,1,603
Precinct,Lancaster West,156,199,7,7,3,0,0,372,3,375
Precinct,Lynwood Drive,634,356,14,1,4,2,3,1014,4,1018
Precinct,Midway,340,44,5,2,1,2,0,394,7,401
Precinct,Osceola,886,491,44,15,7,6,2,1451,13,1464
Precinct,Pleasant Hill,424,198,12,4,2,2,0,642,7,649
Precinct,Pleasant Valley,926,612,72,21,9,4,3,1647,10,1657
Precinct,Possum Hollow,828,462,42,21,3,6,0,1362,16,1378
Precinct,Provisional,75,32,2,0,0,0,0,109,0,109
Precinct,Rich Hill,499,85,8,3,1,0,1,597,14,611
Precinct,River Road,690,305,17,11,3,4,0,1030,5,1035
Precinct,Riverside,277,253,11,3,4,0,0,548,10,558
Precinct,Shelley Mullis,637,383,49,21,7,3,0,1100,9,1109
Precinct,Spring Hill,500,103,7,5,4,1,0,620,5,625
Precinct,The Lodge,969,483,30,14,7,0,1,1504,19,1523
Precinct,Unity,491,151,5,3,6,0,0,656,3,659
Precinct,University,447,239,34,7,4,3,0,734,9,743
Precinct,Van Wyck,296,147,7,3,3,1,1,458,3,461
County,Laurens,16816,8889,373,201,125,122,40,26566,315,26881
Precinct,Absentee,1408,1158,23,15,13,6,2,2625,61,2686
Precinct,Absentee 2,987,720,13,7,6,9,5,1747,17,1764
Precinct,Bailey,338,194,5,8,1,3,0,549,4,553
Precinct,Barksdale-Narnie,331,144,1,5,2,2,0,485,2,487
Precinct,Brewerton,263,32,3,5,3,2,0,308,4,312
Precinct,Clinton 01,383,289,13,9,4,3,3,704,7,711
Precinct,Clinton 02,358,291,23,19,3,4,1,699,19,718
Precinct,Clinton 03,613,218,11,10,4,0,1,857,13,870
Precinct,Clinton Mill,236,453,7,2,5,2,1,706,11,717
Precinct,Cooks,847,351,28,10,12,8,0,1256,8,1264
Precinct,Cross Hill,576,347,7,7,3,4,4,948,10,958
Precinct,Ekom,281,48,10,2,1,3,0,345,4,349
Precinct,Emergency,16,5,0,0,0,0,0,21,1,22
Precinct,Emergency 2,5,7,0,0,1,0,0,13,0,13
Precinct,Failsafe,40,45,2,2,0,0,0,89,1,90
Precinct,Failsafe 2,17,16,1,0,0,0,0,34,0,34
Precinct,Failsafe Provisional,25,32,0,1,0,0,0,58,0,58
Precinct,Gray Court,413,264,9,4,5,3,2,700,7,707
Precinct,Greenpond,783,172,18,7,3,1,0,984,8,992
Precinct,Hickory Tavern,1046,193,21,7,12,19,0,1298,13,1311
Precinct,Joanna,774,221,15,8,8,2,0,1028,9,1037
Precinct,Jones,540,265,16,2,4,5,2,834,10,844
Precinct,Laurens 01,107,233,2,2,1,3,0,348,3,351
Precinct,Laurens 02,33,213,2,0,4,0,0,252,1,253
Precinct,Laurens 03,178,205,6,2,1,1,1,394,5,399
Precinct,Laurens 04,67,328,3,2,2,0,3,405,4,409
Precinct,Laurens 05,438,260,11,7,3,2,0,721,6,727
Precinct,Laurens 06,388,147,7,5,2,3,0,552,9,561
Precinct,Long Branch,566,127,9,9,1,4,1,717,12,729
Precinct,Lydia Mill,220,347,8,2,2,3,2,584,3,587
Precinct,Maddens,481,166,4,3,3,2,3,662,10,672
Precinct,Martins-Poplar Springs,369,53,14,1,0,1,0,438,3,441
Precinct,Mountville,245,141,5,2,3,4,0,400,5,405
Precinct,Mt. Olive,519,76,9,0,1,1,1,607,3,610
Precinct,Ora-lanford,352,164,7,3,0,8,1,535,5,540
Precinct,Owings,323,134,12,1,3,3,1,477,10,487
Precinct,Princeton,145,17,2,4,2,0,0,170,1,171
Precinct,Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Provisional 2,0,0,0,0,0,0,0,0,0,0
Precinct,Trinity Ridge,473,254,13,6,0,4,0,750,9,759
Precinct,Waterloo,577,287,10,4,3,2,1,884,8,892
Precinct,Wattsville,481,173,8,8,3,4,2,679,2,681
Precinct,Youngs,574,99,15,10,1,1,3,703,7,710
County,Lee,2803,5199,63,33,22,25,11,8156,77,8233
Precinct,Absentee,586,1294,5,8,6,9,1,1909,20,1929
Precinct,Ashland/stokes Bridge,213,77,5,2,3,0,0,300,2,302
Precinct,Ashwood,236,109,5,1,1,0,2,354,3,357
Precinct,Bishopville 01,53,239,2,1,0,0,0,295,2,297
Precinct,Bishopville 02,52,292,5,2,1,1,0,353,3,356
